EnsembleID,P3256PE,P3013PE,P3302PE,P3078PE
ENSG00000121577,1.088752109,1.991583045,1.088752109,1.088752109
ENSG00000121578,2.17969193,2.687771322,1.088752109,1.088752109
ENSG00000121579,5.843261986,7.40807443,3.558177786,6.376203076
ENSG00000121594,1.549975946,1.088752109,1.088752109,2.866569266
ENSG00000121621,3.093675361,4.675708497,1.088752109,4.139638344
ENSG00000121644,3.341861528,3.051894838,2.418015942,2.866569266
ENSG00000121653,1.088752109,1.456022994,1.088752109,1.088752109
ENSG00000121671,3.822244802,1.456022994,4.186989936,2.477977306
ENSG00000121680,3.093675361,2.199544088,3.906575275,3.424592397
ENSG00000121690,1.898922375,1.456022994,1.088752109,1.088752109
ENSG00000121691,6.36192923,4.322548514,4.186989936,5.551585518
ENSG00000121716,4.304058266,2.199544088,4.800462183,1.944494569
ENSG00000121741,6.508787074,7.3869704,5.655029262,7.197568145
ENSG00000121749,6.430540941,9.214496228,5.90787848,7.372683788
ENSG00000121766,7.095210438,9.296005598,5.655029262,8.32517413
ENSG00000121774,6.508787074,5.501108874,5.457916698,6.597590862
ENSG00000121775,2.951486868,4.808618707,3.558177786,1.944494569
ENSG00000121797,1.898922375,1.748513077,1.088752109,1.088752109
ENSG00000121807,4.048664173,1.088752109,4.186989936,1.088752109
ENSG00000121851,6.066647629,5.61439458,3.097915969,6.789482004
ENSG00000121858,4.469721099,1.456022994,4.800462183,3.172394178
ENSG00000121864,4.520968441,3.791032436,2.418015942,4.139638344
ENSG00000121879,5.224221646,5.481331895,4.623462389,4.274126854
ENSG00000121892,6.990020465,7.700958354,6.250362408,7.326993758
ENSG00000121895,4.048664173,1.088752109,1.088752109,3.825969194
ENSG00000121897,1.898922375,2.199544088,3.906575275,2.477977306
ENSG00000121898,1.088752109,1.748513077,1.088752109,1.088752109
ENSG00000121900,1.088752109,1.456022994,1.088752109,1.088752109
ENSG00000121903,1.898922375,1.748513077,1.088752109,1.088752109
ENSG00000121904,1.898922375,1.088752109,2.418015942,1.088752109
ENSG00000121905,1.088752109,1.088752109,1.088752109,2.477977306
ENSG00000121931,3.822244802,2.199544088,2.418015942,3.991311731
ENSG00000121933,1.088752109,1.748513077,1.088752109,1.088752109
ENSG00000121940,3.822244802,3.50792863,3.097915969,1.944494569
ENSG00000121957,3.451586945,4.132754571,1.088752109,4.274126854
ENSG00000121964,6.826508531,8.682782633,5.229546028,8.01527093
ENSG00000121966,5.254817815,2.940428732,6.054761888,3.172394178
ENSG00000121988,2.951486868,3.50792863,1.088752109,3.424592397
ENSG00000121989,5.9592741,7.839452884,4.623462389,8.212428269
ENSG00000122008,5.398762,6.663930646,3.558177786,5.653820094
ENSG00000122025,2.793736963,1.748513077,1.088752109,1.088752109
ENSG00000122026,8.712746851,7.423702297,7.376925268,9.138376826
ENSG00000122033,4.753005636,4.808618707,3.558177786,5.258956541
ENSG00000122034,5.781559021,5.420320333,5.229546028,5.881595221
ENSG00000122035,1.898922375,1.456022994,1.088752109,1.944494569
ENSG00000122042,4.795248832,4.776521361,4.800462183,4.274126854
ENSG00000122043,1.898922375,1.088752109,1.088752109,1.088752109
ENSG00000122068,5.995960406,7.327290205,4.421669871,6.184561934
ENSG00000122085,5.902433846,6.698602204,5.828419435,6.463252328
ENSG00000122122,6.470194413,4.182594687,6.122951491,5.653820094
ENSG00000122126,3.738121214,3.725292665,1.088752109,2.866569266
ENSG00000122140,2.951486868,2.199544088,3.906575275,3.172394178
ENSG00000122188,3.093675361,1.456022994,4.623462389,2.477977306
ENSG00000122203,4.244322104,6.690012118,5.100197867,4.891466204
ENSG00000122218,6.417077161,7.911422795,6.624255411,6.672572351
ENSG00000122223,3.648786975,3.051894838,3.558177786,3.172394178
ENSG00000122224,4.836290223,1.456022994,5.744327642,1.088752109
ENSG00000122257,6.198410093,7.56193602,6.188063022,5.881595221
ENSG00000122299,5.921630501,7.835563685,4.800462183,6.345978993
ENSG00000122335,3.553553716,5.095529644,3.097915969,3.424592397
ENSG00000122359,6.389766688,7.169396935,6.367428514,6.545346755
ENSG00000122376,3.97706794,3.051894838,2.418015942,4.615568118
ENSG00000122378,3.223098796,1.088752109,3.558177786,2.866569266
ENSG00000122386,1.898922375,1.748513077,1.088752109,1.088752109
ENSG00000122390,5.128335926,6.318675041,4.623462389,4.139638344
ENSG00000122406,9.724197336,7.835563685,8.23529751,9.67972336
ENSG00000122417,5.192962519,4.870747381,4.623462389,4.274126854
ENSG00000122420,1.549975946,1.088752109,2.418015942,1.088752109
ENSG00000122432,3.223098796,3.656413694,2.418015942,2.866569266
ENSG00000122435,3.97706794,3.656413694,2.418015942,4.397140402
ENSG00000122477,1.088752109,1.748513077,1.088752109,1.088752109
ENSG00000122481,2.951486868,2.542644991,3.558177786,1.944494569
ENSG00000122482,6.031736904,6.284846938,5.457916698,6.07826419
ENSG00000122483,6.34780645,7.955094611,4.421669871,7.295709518
ENSG00000122484,5.452545385,5.78543018,5.655029262,5.122977247
ENSG00000122490,3.738121214,3.427531898,3.906575275,2.477977306
ENSG00000122507,4.18200527,4.182594687,4.186989936,4.397140402
ENSG00000122512,4.11687468,3.584080617,3.558177786,3.991311731
ENSG00000122515,5.863256813,5.685259984,6.526939772,4.274126854
ENSG00000122543,1.088752109,1.748513077,1.088752109,1.088752109
ENSG00000122545,9.069701281,11.13668473,7.608618771,10.06086462
ENSG00000122547,3.553553716,1.456022994,3.558177786,1.088752109
ENSG00000122550,3.553553716,3.914154919,2.418015942,2.866569266
ENSG00000122557,5.822986144,7.060316827,5.457916698,6.696724486
ENSG00000122565,7.086731681,8.480969955,4.800462183,8.13500037
ENSG00000122566,9.469245643,10.07429151,7.849037482,9.39976801
ENSG00000122591,5.161011067,6.351728086,5.348245381,5.497616523
ENSG00000122641,2.17969193,1.088752109,1.088752109,1.088752109
ENSG00000122642,1.898922375,2.940428732,2.418015942,2.477977306
ENSG00000122643,8.876642678,11.33635294,6.842197488,10.48504062
ENSG00000122644,6.083791226,4.182594687,2.418015942,4.510484132
ENSG00000122674,2.793736963,2.199544088,1.088752109,4.615568118
ENSG00000122678,4.520968441,1.991583045,3.906575275,2.477977306
ENSG00000122679,2.17969193,3.155363047,2.418015942,1.088752109
ENSG00000122687,3.553553716,2.199544088,1.088752109,3.424592397
ENSG00000122692,5.452545385,5.863900057,4.421669871,5.551585518
ENSG00000122694,5.425904307,3.584080617,5.100197867,4.972834917
ENSG00000122696,4.048664173,3.584080617,3.558177786,3.424592397
ENSG00000122705,6.389766688,7.575990668,4.958100236,7.036575762
ENSG00000122707,2.414620149,3.584080617,1.088752109,3.825969194
ENSG00000122728,2.414620149,1.088752109,3.097915969,1.944494569
ENSG00000122729,3.341861528,2.381270101,3.097915969,2.866569266
ENSG00000122741,4.18200527,3.342389135,3.097915969,2.866569266
ENSG00000122756,1.088752109,1.456022994,1.088752109,1.088752109
ENSG00000122778,1.088752109,4.081130851,1.088752109,3.639194549
ENSG00000122779,5.902433846,7.187818539,4.623462389,6.51849767
ENSG00000122783,4.795248832,7.046924301,3.558177786,6.405806943
ENSG00000122786,7.776487346,10.53632009,6.801163665,8.7455565
ENSG00000122862,7.632460638,10.34302873,7.230067075,8.090118701
ENSG00000122873,3.223098796,1.748513077,1.088752109,1.088752109
ENSG00000122877,3.093675361,2.199544088,1.088752109,1.088752109
ENSG00000122882,5.060678016,3.914154919,4.623462389,4.139638344
ENSG00000122884,3.822244802,3.656413694,3.558177786,3.825969194
ENSG00000122912,4.11687468,3.427531898,4.186989936,2.477977306
ENSG00000122952,3.648786975,4.450118142,1.088752109,4.8052325
ENSG00000122958,4.709488119,6.535565207,4.186989936,6.041016903
ENSG00000122965,5.843261986,2.199544088,5.655029262,4.713514853
ENSG00000122966,4.664617003,4.776521361,1.088752109,4.510484132
ENSG00000122970,3.738121214,5.909011755,2.418015942,4.615568118
ENSG00000122971,3.093675361,1.456022994,2.418015942,1.088752109
ENSG00000122986,4.989690367,2.199544088,5.655029262,4.510484132
ENSG00000123009,1.088752109,1.456022994,1.088752109,1.088752109
ENSG00000123064,5.902433846,3.725292665,5.559836752,5.441549909
ENSG00000123066,7.459367909,6.446572875,7.584637669,6.07826419
ENSG00000123080,2.616596106,3.656413694,3.097915969,2.866569266
ENSG00000123091,8.347935227,10.39746512,8.35354343,8.757087281
ENSG00000123094,3.093675361,1.748513077,1.088752109,1.944494569
ENSG00000123095,3.738121214,1.456022994,3.558177786,2.477977306
ENSG00000123096,2.17969193,1.456022994,2.418015942,1.088752109
ENSG00000123104,6.896095202,8.448234355,6.576417978,5.702343015
ENSG00000123106,6.457097317,8.320490444,5.229546028,8.043795825
ENSG00000123119,1.549975946,1.748513077,1.088752109,1.088752109
ENSG00000123124,5.602819606,7.5189314,5.983188686,6.114573985
ENSG00000123130,4.416586093,3.791032436,3.097915969,4.713514853
ENSG00000123131,1.898922375,1.088752109,1.088752109,1.944494569
ENSG00000123136,4.876196301,2.687771322,4.958100236,4.139638344
ENSG00000123143,6.36192923,4.840017459,6.715419478,6.149992324
ENSG00000123144,7.399010607,8.21666488,6.47570423,7.342385107
ENSG00000123146,6.886357395,5.220085941,7.100767778,5.322423668
ENSG00000123154,2.951486868,2.199544088,1.088752109,2.477977306
ENSG00000123159,2.414620149,3.584080617,3.558177786,1.944494569
ENSG00000123178,2.951486868,3.25190465,1.088752109,2.866569266
ENSG00000123179,1.898922375,1.088752109,3.097915969,1.944494569
ENSG00000123191,1.088752109,3.584080617,2.418015942,1.088752109
ENSG00000123200,7.991590173,7.509198199,6.624255411,8.204027543
ENSG00000123213,3.223098796,2.687771322,3.097915969,3.172394178
ENSG00000123219,5.025620765,5.879094563,2.418015942,5.258956541
ENSG00000123240,7.711794853,6.076550689,5.90787848,6.51849767
ENSG00000123243,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000123268,4.520968441,5.501108874,3.097915969,5.497616523
ENSG00000123297,2.793736963,1.991583045,1.088752109,3.172394178
ENSG00000123329,7.37135266,4.322548514,7.431723586,4.891466204
ENSG00000123338,7.2924402,5.243756868,7.260659038,6.743848593
ENSG00000123349,7.760584144,7.360148683,6.422581909,8.643635253
ENSG00000123352,5.025620765,6.063308707,3.558177786,5.603608205
ENSG00000123353,2.17969193,1.456022994,1.088752109,1.088752109
ENSG00000123358,2.17969193,1.456022994,3.558177786,2.477977306
ENSG00000123360,2.951486868,1.088752109,2.418015942,1.944494569
ENSG00000123374,4.048664173,5.539867627,3.558177786,4.397140402
ENSG00000123384,6.731805761,4.230770341,7.927399097,3.639194549
ENSG00000123388,1.088752109,1.456022994,1.088752109,1.088752109
ENSG00000123395,2.17969193,1.456022994,2.418015942,3.172394178
ENSG00000123405,6.816287812,8.905036089,6.250362408,7.77554563
ENSG00000123407,1.088752109,1.088752109,3.097915969,1.944494569
ENSG00000123411,2.616596106,1.088752109,2.418015942,1.088752109
ENSG00000123415,3.223098796,1.088752109,2.418015942,3.825969194
ENSG00000123416,7.247505527,8.945294034,6.367428514,7.620054839
ENSG00000123427,1.088752109,1.456022994,1.088752109,2.477977306
ENSG00000123444,1.549975946,1.456022994,3.906575275,1.088752109
ENSG00000123453,1.549975946,1.456022994,1.088752109,1.088752109
ENSG00000123472,4.416586093,5.769210721,3.097915969,5.049858379
ENSG00000123473,4.18200527,5.440945539,1.088752109,4.274126854
ENSG00000123485,1.898922375,5.220085941,1.088752109,1.088752109
ENSG00000123496,1.898922375,1.088752109,1.088752109,1.088752109
ENSG00000123500,1.549975946,2.940428732,1.088752109,1.944494569
ENSG00000123505,7.678327211,10.12217072,7.031495775,9.354941074
ENSG00000123545,2.793736963,1.456022994,1.088752109,3.639194549
ENSG00000123552,4.18200527,5.863900057,1.088752109,4.274126854
ENSG00000123562,4.664617003,4.322548514,4.421669871,4.510484132
ENSG00000123570,1.549975946,1.991583045,1.088752109,1.088752109
ENSG00000123575,4.709488119,5.04253149,4.623462389,5.258956541
ENSG00000123595,2.951486868,3.051894838,1.088752109,3.825969194
ENSG00000123600,4.570457651,4.987511928,2.418015942,5.322423668
ENSG00000123607,4.361419025,3.584080617,4.421669871,3.639194549
ENSG00000123609,5.554446774,6.554617333,3.906575275,5.653820094
ENSG00000123610,1.898922375,1.456022994,1.088752109,1.088752109
ENSG00000123636,7.11201991,5.863900057,5.744327642,5.702343015
ENSG00000123643,3.223098796,1.088752109,4.421669871,2.477977306
ENSG00000123684,5.626411093,6.049944055,5.457916698,5.881595221
ENSG00000123685,3.648786975,2.542644991,1.088752109,4.891466204
ENSG00000123689,5.802421275,3.051894838,1.088752109,4.8052325
ENSG00000123700,3.553553716,1.748513077,3.906575275,2.866569266
ENSG00000123728,5.060678016,4.408835719,5.229546028,4.274126854
ENSG00000123737,4.416586093,4.230770341,4.421669871,4.972834917
ENSG00000123739,6.826508531,10.0247686,6.920921528,8.277929107
ENSG00000123810,1.898922375,2.819623921,3.558177786,2.866569266
ENSG00000123815,2.616596106,2.819623921,2.418015942,2.866569266
ENSG00000123836,3.093675361,2.199544088,3.906575275,3.424592397
ENSG00000123838,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000123870,1.898922375,3.914154919,3.558177786,4.274126854
ENSG00000123892,1.549975946,3.155363047,2.418015942,1.944494569
ENSG00000123901,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000123908,6.606921897,6.985070122,6.367428514,6.315108151
ENSG00000123933,5.284778563,4.277389122,4.623462389,4.891466204
ENSG00000123975,3.341861528,3.25190465,1.088752109,2.477977306
ENSG00000123983,3.648786975,2.381270101,4.186989936,4.139638344
ENSG00000123989,1.088752109,1.748513077,1.088752109,1.944494569
ENSG00000123992,3.553553716,2.381270101,4.186989936,3.424592397
ENSG00000124006,1.549975946,1.748513077,2.418015942,2.477977306
ENSG00000124019,1.088752109,1.088752109,1.088752109,2.477977306
ENSG00000124067,3.223098796,1.456022994,4.186989936,1.088752109
ENSG00000124074,1.898922375,1.748513077,2.418015942,1.088752109
ENSG00000124097,1.549975946,2.687771322,2.418015942,1.944494569
ENSG00000124098,7.931305779,6.83731256,2.418015942,6.376203076
ENSG00000124102,1.898922375,1.088752109,2.418015942,1.088752109
ENSG00000124103,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000124104,2.616596106,2.940428732,2.418015942,2.866569266
ENSG00000124107,1.549975946,1.088752109,1.088752109,2.866569266
ENSG00000124116,1.549975946,2.199544088,1.088752109,1.088752109
ENSG00000124120,3.451586945,4.182594687,4.958100236,2.866569266
ENSG00000124126,8.351478589,5.879094563,8.324878072,7.326993758
ENSG00000124140,1.088752109,1.456022994,1.088752109,1.944494569
ENSG00000124145,2.616596106,5.650262353,5.457916698,3.825969194
ENSG00000124151,6.934402166,7.700958354,6.47570423,6.571705284
ENSG00000124155,3.451586945,2.687771322,4.623462389,3.424592397
ENSG00000124160,4.915028193,3.25190465,3.558177786,4.139638344
ENSG00000124164,6.980898378,8.815071638,5.90787848,8.593061327
ENSG00000124171,1.549975946,1.748513077,1.088752109,2.477977306
ENSG00000124172,8.372557922,9.000179581,5.457916698,8.872902359
ENSG00000124177,6.70988897,6.93505819,6.122951491,6.696724486
ENSG00000124181,6.826508531,2.381270101,6.882096412,4.139638344
ENSG00000124191,1.898922375,1.088752109,2.418015942,2.866569266
ENSG00000124193,6.971718244,9.620351794,6.758928486,8.126135042
ENSG00000124198,5.554446774,6.506506794,5.229546028,4.8052325
ENSG00000124201,7.086731681,6.089672231,6.958729125,5.838826614
ENSG00000124203,4.709488119,1.456022994,5.100197867,2.866569266
ENSG00000124205,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000124207,4.753005636,5.719428692,4.186989936,5.049858379
ENSG00000124209,4.952842214,5.069273918,4.421669871,4.615568118
ENSG00000124212,1.088752109,1.088752109,1.088752109,2.477977306
ENSG00000124214,6.214065413,7.3816458,5.559836752,6.041016903
ENSG00000124215,1.088752109,2.199544088,1.088752109,1.944494569
ENSG00000124217,1.898922375,1.456022994,1.088752109,1.944494569
ENSG00000124222,5.626411093,6.23847243,5.828419435,3.825969194
ENSG00000124224,2.951486868,3.791032436,1.088752109,1.088752109
ENSG00000124225,1.088752109,1.456022994,2.418015942,1.944494569
ENSG00000124226,5.060678016,4.450118142,3.558177786,4.713514853
ENSG00000124228,6.214065413,4.710101489,4.623462389,5.794751299
ENSG00000124243,4.048664173,3.155363047,3.906575275,3.172394178
ENSG00000124251,1.088752109,1.088752109,3.097915969,1.088752109
ENSG00000124256,4.361419025,1.456022994,3.097915969,1.088752109
ENSG00000124257,1.088752109,2.542644991,1.088752109,1.088752109
ENSG00000124275,3.341861528,2.542644991,3.906575275,3.825969194
ENSG00000124279,2.616596106,1.748513077,1.088752109,1.088752109
ENSG00000124299,4.520968441,2.940428732,3.558177786,3.424592397
ENSG00000124302,1.549975946,3.656413694,1.088752109,1.944494569
ENSG00000124313,2.17969193,1.456022994,2.418015942,2.477977306
ENSG00000124333,5.822986144,8.687105646,5.229546028,6.597590862
ENSG00000124334,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000124356,4.952842214,4.230770341,4.186989936,4.8052325
ENSG00000124357,6.508787074,3.25190465,5.655029262,5.322423668
ENSG00000124370,3.093675361,1.748513077,1.088752109,1.088752109
ENSG00000124374,2.793736963,1.991583045,1.088752109,1.088752109
ENSG00000124380,5.504395588,4.710101489,3.558177786,5.19256837
ENSG00000124383,4.915028193,3.051894838,3.097915969,4.891466204
ENSG00000124406,6.630446941,8.425128122,5.744327642,7.594572753
ENSG00000124422,5.9592741,8.358931687,6.758928486,7.055377022
ENSG00000124440,1.088752109,1.748513077,2.418015942,1.088752109
ENSG00000124444,2.414620149,1.748513077,1.088752109,3.639194549
ENSG00000124459,2.951486868,2.199544088,4.421669871,3.639194549
ENSG00000124466,1.549975946,1.088752109,1.088752109,2.866569266
ENSG00000124469,2.951486868,1.088752109,2.418015942,1.944494569
ENSG00000124486,7.128635782,8.117652283,6.920921528,6.648008992
ENSG00000124490,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000124491,10.11558561,13.20315177,10.71565204,11.50975993
ENSG00000124496,5.224221646,2.819623921,5.229546028,4.139638344
ENSG00000124507,2.414620149,1.748513077,2.418015942,2.866569266
ENSG00000124508,3.901732235,2.542644991,3.097915969,1.944494569
ENSG00000124523,4.836290223,5.923740875,3.906575275,5.963507008
ENSG00000124532,4.469721099,5.833022362,3.097915969,5.653820094
ENSG00000124535,5.025620765,7.552489608,6.310082538,5.838826614
ENSG00000124541,4.048664173,3.725292665,4.623462389,3.424592397
ENSG00000124549,1.898922375,1.088752109,2.418015942,1.088752109
ENSG00000124562,5.717098698,5.967046914,4.421669871,6.21832254
ENSG00000124570,4.709488119,6.781801993,4.958100236,5.19256837
ENSG00000124571,4.989690367,4.900836373,4.623462389,4.139638344
ENSG00000124574,3.553553716,1.748513077,4.186989936,1.088752109
ENSG00000124575,5.254817815,3.342389135,5.100197867,3.825969194
ENSG00000124587,3.648786975,2.687771322,3.097915969,3.825969194
ENSG00000124588,3.093675361,4.567318204,3.558177786,5.049858379
ENSG00000124593,2.414620149,2.687771322,2.418015942,3.172394178
ENSG00000124596,4.048664173,4.900836373,3.558177786,5.122977247
ENSG00000124602,2.616596106,1.088752109,2.418015942,1.088752109
ENSG00000124608,4.11687468,1.088752109,2.418015942,1.944494569
ENSG00000124613,2.17969193,1.088752109,1.088752109,1.088752109
ENSG00000124614,7.426148281,5.967046914,6.250362408,7.905571919
ENSG00000124615,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000124635,6.083791226,8.401645786,4.623462389,7.568632475
ENSG00000124641,2.414620149,3.155363047,2.418015942,2.477977306
ENSG00000124657,1.088752109,2.687771322,1.088752109,1.088752109
ENSG00000124659,3.97706794,2.199544088,4.421669871,3.639194549
ENSG00000124688,2.414620149,4.490252064,4.421669871,2.477977306
ENSG00000124701,1.088752109,1.456022994,1.088752109,1.088752109
ENSG00000124702,3.648786975,3.791032436,5.100197867,4.615568118
ENSG00000124713,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000124721,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000124731,5.371099241,3.155363047,3.906575275,3.825969194
ENSG00000124733,5.529638222,7.612813801,4.958100236,6.743848593
ENSG00000124762,4.664617003,8.972112383,5.828419435,5.794751299
ENSG00000124766,4.304058266,3.50792863,1.088752109,3.639194549
ENSG00000124767,3.341861528,2.819623921,1.088752109,2.477977306
ENSG00000124772,4.18200527,6.985070122,5.828419435,4.8052325
ENSG00000124782,6.3759151,6.496689121,6.715419478,5.122977247
ENSG00000124783,6.403486548,8.201635084,5.348245381,7.445758325
ENSG00000124784,4.570457651,5.04253149,3.097915969,5.749286904
ENSG00000124785,2.793736963,1.991583045,1.088752109,2.866569266
ENSG00000124786,2.793736963,2.381270101,3.558177786,2.477977306
ENSG00000124787,2.17969193,2.199544088,1.088752109,1.944494569
ENSG00000124788,5.626411093,4.490252064,6.122951491,5.19256837
ENSG00000124789,6.508787074,7.138161699,5.90787848,7.036575762
ENSG00000124795,8.186700106,9.53898285,6.367428514,8.909529578
ENSG00000124802,2.793736963,3.342389135,1.088752109,3.172394178
ENSG00000124813,4.469721099,2.381270101,4.623462389,1.944494569
ENSG00000124831,8.630552808,9.826433512,8.219811329,8.42252099
ENSG00000124835,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000124839,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000124882,1.088752109,1.456022994,2.418015942,1.088752109
ENSG00000124942,10.15667166,6.985070122,10.56446486,8.513712454
ENSG00000125037,7.446171705,9.568572792,5.655029262,8.253713448
ENSG00000125046,1.549975946,1.456022994,1.088752109,1.088752109
ENSG00000125089,4.244322104,2.199544088,3.906575275,3.639194549
ENSG00000125107,7.052309392,6.426028536,7.348725281,5.702343015
ENSG00000125122,1.898922375,1.991583045,2.418015942,1.088752109
ENSG00000125124,3.901732235,3.584080617,4.421669871,3.639194549
ENSG00000125148,4.11687468,5.938321137,3.097915969,4.397140402
ENSG00000125149,1.898922375,3.427531898,3.558177786,1.088752109
ENSG00000125166,3.738121214,2.687771322,1.088752109,3.991311731
ENSG00000125170,1.898922375,1.456022994,1.088752109,1.088752109
ENSG00000125245,2.17969193,1.088752109,3.558177786,1.088752109
ENSG00000125246,2.414620149,1.088752109,2.418015942,2.477977306
ENSG00000125247,3.093675361,1.456022994,3.097915969,1.088752109
ENSG00000125249,4.952842214,6.190557592,4.186989936,3.424592397
ENSG00000125257,5.602819606,8.972112383,7.066547505,6.743848593
ENSG00000125266,2.414620149,4.081130851,2.418015942,1.944494569
ENSG00000125304,5.314129748,6.250206555,4.958100236,4.8052325
ENSG00000125319,1.549975946,2.381270101,1.088752109,1.088752109
ENSG00000125347,7.926562479,4.987511928,6.995571177,6.463252328
ENSG00000125351,4.876196301,4.840017459,2.418015942,5.049858379
ENSG00000125352,4.709488119,3.584080617,3.906575275,4.8052325
ENSG00000125354,8.000645118,9.481655299,7.78734022,8.415261585
ENSG00000125355,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000125356,5.802421275,7.106235209,2.418015942,6.545346755
ENSG00000125363,1.088752109,1.456022994,1.088752109,1.088752109
ENSG00000125375,4.416586093,5.171546088,4.623462389,2.866569266
ENSG00000125378,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000125384,3.341861528,1.748513077,3.558177786,1.944494569
ENSG00000125386,5.843261986,6.036454439,5.655029262,6.21832254
ENSG00000125388,3.738121214,5.121316068,3.097915969,4.8052325
ENSG00000125430,2.616596106,1.088752109,3.906575275,1.088752109
ENSG00000125434,2.17969193,1.456022994,1.088752109,1.088752109
ENSG00000125445,4.304058266,3.584080617,2.418015942,5.322423668
ENSG00000125447,5.224221646,4.900836373,5.983188686,4.891466204
ENSG00000125449,2.793736963,5.650262353,3.097915969,2.477977306
ENSG00000125450,3.093675361,2.819623921,3.906575275,1.944494569
ENSG00000125454,2.414620149,1.088752109,3.558177786,2.477977306
ENSG00000125457,4.304058266,5.520618406,4.421669871,4.8052325
ENSG00000125458,4.11687468,3.342389135,4.421669871,4.510484132
ENSG00000125459,1.088752109,1.088752109,2.418015942,1.088752109
ENSG00000125482,4.361419025,2.199544088,3.558177786,3.991311731
ENSG00000125484,3.553553716,2.819623921,4.623462389,3.639194549
ENSG00000125485,3.093675361,1.088752109,3.558177786,1.944494569
ENSG00000125498,1.898922375,1.456022994,1.088752109,1.088752109
ENSG00000125503,5.602819606,5.095529644,5.983188686,5.19256837
ENSG00000125505,5.57883592,2.687771322,5.828419435,3.424592397
ENSG00000125508,1.549975946,1.088752109,2.418015942,1.088752109
ENSG00000125510,2.414620149,1.088752109,3.097915969,1.088752109
ENSG00000125520,4.709488119,2.542644991,4.623462389,4.274126854
ENSG00000125531,1.549975946,1.456022994,1.088752109,1.088752109
ENSG00000125534,9.185401117,11.13905339,9.004788796,10.48504062
ENSG00000125538,3.97706794,2.687771322,3.097915969,3.172394178
ENSG00000125611,2.793736963,1.456022994,1.088752109,2.866569266
ENSG00000125629,3.738121214,3.50792863,1.088752109,1.944494569
ENSG00000125630,4.244322104,2.199544088,3.558177786,1.088752109
ENSG00000125633,5.57883592,4.182594687,5.100197867,4.615568118
ENSG00000125637,6.720888984,4.132754571,7.134195129,4.397140402
ENSG00000125648,2.616596106,1.456022994,1.088752109,2.477977306
ENSG00000125650,1.898922375,1.088752109,2.418015942,1.088752109
ENSG00000125651,6.013959552,5.558863393,5.229546028,6.315108151
ENSG00000125652,2.951486868,2.199544088,1.088752109,3.639194549
ENSG00000125656,3.822244802,2.542644991,3.097915969,3.825969194
ENSG00000125676,7.405843032,8.865530886,6.526939772,7.74112173
ENSG00000125686,5.094903553,4.743693627,5.229546028,5.441549909
ENSG00000125691,9.234201214,7.499398886,7.722886121,9.724463058
ENSG00000125695,1.088752109,1.088752109,1.088752109,1.944494569
ENSG00000125703,4.836290223,5.243756868,3.558177786,5.322423668
ENSG00000125726,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000125730,2.793736963,1.748513077,1.088752109,2.477977306
ENSG00000125731,3.648786975,1.456022994,3.558177786,3.424592397
ENSG00000125733,3.738121214,5.769210721,3.097915969,4.891466204
ENSG00000125734,3.738121214,4.322548514,4.623462389,3.172394178
ENSG00000125735,3.648786975,1.456022994,4.800462183,1.944494569
ENSG00000125740,4.469721099,4.132754571,1.088752109,3.639194549
ENSG00000125741,3.223098796,1.088752109,3.097915969,2.477977306
ENSG00000125743,5.602819606,3.155363047,3.097915969,5.653820094
ENSG00000125744,3.553553716,6.601175139,4.186989936,3.991311731
ENSG00000125746,4.361419025,3.584080617,1.088752109,3.424592397
ENSG00000125753,7.2701478,7.705227326,7.031495775,7.594572753
ENSG00000125755,6.229552672,6.619385554,5.983188686,6.833716147
ENSG00000125772,6.558688739,6.905681764,6.122951491,5.794751299
ENSG00000125775,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000125779,5.425904307,6.153547358,5.744327642,5.122977247
ENSG00000125780,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000125804,1.549975946,1.088752109,1.088752109,1.088752109
ENSG00000125810,5.9592741,2.940428732,6.47570423,3.991311731
ENSG00000125812,4.11687468,3.051894838,2.418015942,3.639194549
ENSG00000125814,3.822244802,5.520618406,2.418015942,3.639194549
ENSG00000125817,5.760390653,4.132754571,4.421669871,5.881595221
ENSG00000125818,6.583006879,6.273392312,5.983188686,6.149992324
ENSG00000125821,4.361419025,4.959194754,2.418015942,4.615568118
ENSG00000125826,5.47870341,4.408835719,5.559836752,4.891466204
ENSG00000125827,5.802421275,7.093264123,5.655029262,4.397140402
ENSG00000125834,3.648786975,1.991583045,3.906575275,1.944494569
ENSG00000125835,4.989690367,4.808618707,5.348245381,6.114573985
