EnsembleID,P3258NP,P3271NP,P3277NP,P3179NP,P3278NP,P3347NP,P3102NP,P3062NP,P3350NP,P3140NP
ENSG00000259790,2.257194384,1.277910509,0.20279497,1.024868161,1.95188879,0.20279497,3.254403493,0.820317646,0.20279497,2.323433549
ENSG00000259793,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.232511218,0.544347218,0.20279497,0.20279497
ENSG00000259797,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000259799,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000259802,1.689312795,0.838266503,1.293251249,0.799217965,1.040462049,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000259804,0.739374661,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.84511817,0.20279497
ENSG00000259807,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,1.251363748,0.20279497,0.20279497
ENSG00000259820,1.129598361,0.555240179,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,2.180372087,0.20279497,0.20279497
ENSG00000259823,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000259826,0.20279497,1.074771133,1.293251249,1.545286854,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000259834,4.382315822,5.738304353,4.367999926,4.661602808,4.678739922,3.016034257,4.844186157,4.894445576,0.20279497,5.282551383
ENSG00000259838,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000259841,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000259845,0.20279497,0.20279497,0.20279497,1.391770528,0.20279497,0.20279497,1.232511218,0.544347218,0.20279497,0.20279497
ENSG00000259846,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000259854,0.20279497,0.20279497,0.20279497,0.53161028,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000259865,0.20279497,0.838266503,0.20279497,1.024868161,0.20279497,0.20279497,2.247142917,1.582812426,0.20279497,0.942446776
ENSG00000259869,1.129598361,1.887066858,0.20279497,1.024868161,0.68158969,0.20279497,0.20279497,1.05187958,0.20279497,2.323433549
ENSG00000259877,0.739374661,1.277910509,0.20279497,2.134779552,1.566983978,0.20279497,2.571979629,1.05187958,0.20279497,2.530090497
ENSG00000259881,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000259891,0.739374661,0.555240179,0.20279497,1.219951751,0.68158969,0.20279497,1.232511218,0.820317646,0.20279497,0.20279497
ENSG00000259895,0.20279497,0.555240179,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000259900,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000259904,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000259915,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000259917,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000259918,0.20279497,1.074771133,1.907147936,1.219951751,1.327610628,0.20279497,2.571979629,0.544347218,0.20279497,0.942446776
ENSG00000259920,0.20279497,1.074771133,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000259921,0.20279497,0.20279497,0.20279497,0.53161028,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000259924,1.4364307,1.455945291,0.20279497,2.228454232,1.327610628,0.20279497,2.247142917,2.180372087,0.20279497,0.942446776
ENSG00000259931,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000259932,1.4364307,0.555240179,0.20279497,2.399320868,0.68158969,0.20279497,1.232511218,2.447581221,0.20279497,0.942446776
ENSG00000259935,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000259939,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000259940,0.20279497,0.20279497,0.20279497,0.53161028,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000259943,2.663614988,2.643099587,1.293251249,2.316415662,2.255430476,0.20279497,1.827244654,2.07904354,0.20279497,2.323433549
ENSG00000259948,1.4364307,0.838266503,0.20279497,0.53161028,0.68158969,0.20279497,2.247142917,0.544347218,0.20279497,0.942446776
ENSG00000259952,0.739374661,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,1.05187958,0.20279497,0.20279497
ENSG00000259953,3.459814877,3.922613491,2.666850197,2.875359089,2.905475798,0.20279497,3.577779328,3.417027851,1.84511817,3.753248067
ENSG00000259956,3.526250231,2.783183759,4.173867444,4.727260912,4.626783474,3.909570704,4.506517857,4.422340458,4.370590379,3.833449427
ENSG00000259959,0.739374661,1.455945291,0.20279497,0.799217965,0.68158969,0.20279497,1.232511218,1.970056863,0.20279497,0.20279497
ENSG00000259972,0.20279497,0.838266503,0.20279497,1.684027297,0.20279497,0.20279497,1.232511218,1.723762462,0.20279497,0.942446776
ENSG00000259976,0.20279497,1.455945291,0.20279497,1.684027297,2.255430476,0.20279497,2.247142917,1.723762462,0.20279497,2.082144396
ENSG00000259984,0.739374661,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,1.792231716
ENSG00000259985,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.429023308
ENSG00000259986,1.129598361,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000259994,0.20279497,0.20279497,1.293251249,0.20279497,0.20279497,0.20279497,0.20279497,1.05187958,0.20279497,0.20279497
ENSG00000259999,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260000,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000260005,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000260010,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260017,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260019,1.4364307,1.455945291,1.907147936,1.684027297,1.327610628,0.20279497,1.232511218,0.820317646,0.20279497,1.429023308
ENSG00000260021,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260027,0.739374661,1.887066858,1.293251249,0.53161028,2.506075791,0.20279497,2.571979629,0.820317646,2.59328722,0.942446776
ENSG00000260031,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260032,10.2838416,11.15537686,9.242200395,9.623257947,10.24043608,7.19828851,9.779218449,9.546125989,9.203710914,10.98400987
ENSG00000260034,0.20279497,0.555240179,0.20279497,0.799217965,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260035,0.739374661,1.614403545,2.935513219,4.188926611,1.566983978,3.016034257,1.827244654,3.192860205,3.982063839,0.942446776
ENSG00000260038,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260053,0.20279497,0.20279497,1.293251249,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.942446776
ENSG00000260060,0.739374661,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,1.251363748,0.20279497,0.20279497
ENSG00000260063,1.129598361,0.555240179,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260075,0.20279497,0.20279497,0.20279497,1.391770528,0.20279497,0.20279497,0.20279497,1.852159161,0.20279497,0.20279497
ENSG00000260077,3.072155871,3.860703983,2.935513219,2.986791393,3.286518892,0.20279497,3.254403493,2.275048431,1.84511817,3.015899949
ENSG00000260078,3.871114783,2.567602833,3.161912678,3.442711132,4.198822047,0.20279497,2.836949859,1.852159161,3.448705053,2.871409359
ENSG00000260081,0.20279497,0.20279497,0.20279497,1.219951751,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260083,0.20279497,0.20279497,0.20279497,1.024868161,0.20279497,0.20279497,0.20279497,1.852159161,0.20279497,0.20279497
ENSG00000260086,0.739374661,0.555240179,1.907147936,0.20279497,1.040462049,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260093,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260097,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260101,1.4364307,1.455945291,2.935513219,2.034597577,1.327610628,0.20279497,1.827244654,0.544347218,0.20279497,2.710820306
ENSG00000260102,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260103,0.20279497,1.614403545,0.20279497,0.53161028,0.68158969,0.20279497,1.232511218,0.544347218,0.20279497,0.942446776
ENSG00000260111,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260114,0.20279497,0.20279497,0.20279497,0.53161028,1.040462049,0.20279497,0.20279497,1.723762462,0.20279497,0.942446776
ENSG00000260118,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.827244654,0.20279497,0.20279497,0.20279497
ENSG00000260121,0.739374661,0.20279497,0.20279497,0.799217965,1.040462049,0.20279497,2.247142917,0.820317646,0.20279497,0.20279497
ENSG00000260133,1.904409574,1.074771133,1.293251249,1.219951751,0.68158969,0.20279497,1.827244654,0.20279497,0.20279497,0.942446776
ENSG00000260135,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260136,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260144,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.05187958,0.20279497,0.20279497
ENSG00000260152,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260157,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260160,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.942446776
ENSG00000260170,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260174,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000260179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000260186,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260188,0.20279497,0.838266503,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,1.429023308
ENSG00000260193,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260209,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000260212,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260213,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260219,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.820317646,0.20279497,0.942446776
ENSG00000260228,0.20279497,0.20279497,1.293251249,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260231,4.673649955,6.217289098,4.894725596,5.767559269,5.096703775,3.909570704,5.06692226,4.802075294,4.807962904,5.365818032
ENSG00000260233,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,4.457224861,1.232511218,1.582812426,0.20279497,0.20279497
ENSG00000260234,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260236,0.20279497,0.555240179,0.20279497,1.024868161,0.68158969,0.20279497,0.20279497,1.723762462,0.20279497,0.20279497
ENSG00000260238,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260239,1.129598361,0.838266503,2.336437788,0.53161028,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260244,4.062355763,5.214901666,2.336437788,3.518847345,3.217939388,0.20279497,3.060723424,3.84504895,1.84511817,3.833449427
ENSG00000260249,1.689312795,2.403611623,0.20279497,0.799217965,1.040462049,0.20279497,1.827244654,2.8678202,0.20279497,1.792231716
ENSG00000260257,0.739374661,0.838266503,1.293251249,1.684027297,1.327610628,3.016034257,0.20279497,1.251363748,0.20279497,0.942446776
ENSG00000260260,2.091558607,0.838266503,0.20279497,1.024868161,0.68158969,0.20279497,1.232511218,0.20279497,0.20279497,0.942446776
ENSG00000260261,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,1.232511218,0.820317646,0.20279497,0.20279497
ENSG00000260265,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260267,0.739374661,0.838266503,1.293251249,2.134779552,1.040462049,3.016034257,1.827244654,2.363892454,2.59328722,1.429023308
ENSG00000260269,0.739374661,0.838266503,0.20279497,0.53161028,1.040462049,0.20279497,0.20279497,0.20279497,0.20279497,0.942446776
ENSG00000260271,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260272,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000260274,0.739374661,0.20279497,2.336437788,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,1.84511817,0.20279497
ENSG00000260276,1.4364307,0.20279497,1.293251249,0.53161028,0.20279497,0.20279497,0.20279497,1.05187958,0.20279497,0.20279497
ENSG00000260278,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260285,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.05187958,0.20279497,0.20279497
ENSG00000260290,1.129598361,0.555240179,1.907147936,1.024868161,0.20279497,3.016034257,1.232511218,1.582812426,2.59328722,0.20279497
ENSG00000260293,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260296,0.739374661,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,1.723762462,0.20279497,0.20279497
ENSG00000260300,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,1.251363748,0.20279497,0.20279497
ENSG00000260302,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,1.426585717,1.84511817,0.20279497
ENSG00000260303,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260314,0.739374661,0.838266503,3.357555747,1.219951751,2.111628062,3.016034257,0.20279497,0.820317646,0.20279497,0.942446776
ENSG00000260316,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,1.05187958,0.20279497,0.20279497
ENSG00000260317,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260318,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000260329,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260331,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260337,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260339,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000260342,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260360,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260361,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260367,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.544347218,0.20279497,0.942446776
ENSG00000260368,0.739374661,0.555240179,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,1.251363748,0.20279497,0.20279497
ENSG00000260388,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000260389,0.20279497,0.20279497,1.907147936,0.20279497,0.20279497,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000260390,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260398,1.4364307,1.074771133,0.20279497,0.799217965,2.111628062,0.20279497,1.232511218,1.05187958,1.84511817,0.20279497
ENSG00000260400,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260401,1.689312795,0.555240179,1.293251249,1.219951751,0.68158969,0.20279497,0.20279497,1.251363748,0.20279497,0.20279497
ENSG00000260403,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260404,1.689312795,1.277910509,1.293251249,2.477719673,0.68158969,0.20279497,2.247142917,2.601667158,0.20279497,0.942446776
ENSG00000260409,0.739374661,0.20279497,0.20279497,0.53161028,1.040462049,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260413,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260417,0.20279497,1.074771133,0.20279497,1.810588136,0.20279497,0.20279497,0.20279497,2.9844951,0.20279497,0.20279497
ENSG00000260423,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260428,0.20279497,0.20279497,0.20279497,0.53161028,0.68158969,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000260442,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260448,0.739374661,0.20279497,0.20279497,1.024868161,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000260451,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260452,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260455,0.20279497,0.20279497,1.293251249,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260456,0.20279497,0.20279497,0.20279497,0.20279497,1.040462049,0.20279497,1.232511218,0.820317646,0.20279497,0.942446776
ENSG00000260461,0.20279497,0.555240179,0.20279497,1.219951751,1.040462049,0.20279497,1.232511218,1.852159161,0.20279497,0.942446776
ENSG00000260464,5.123298899,5.239435024,5.46096158,5.25823705,4.704032911,3.909570704,6.167557166,4.483099908,4.807962904,6.008122742
ENSG00000260469,0.20279497,0.20279497,1.293251249,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260470,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.426585717,0.20279497,0.20279497
ENSG00000260473,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000260479,2.091558607,2.714841258,2.935513219,1.926936282,1.566983978,0.20279497,2.247142917,1.251363748,1.84511817,2.710820306
ENSG00000260488,0.20279497,0.555240179,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000260490,0.20279497,0.20279497,1.293251249,0.53161028,0.68158969,0.20279497,1.232511218,0.544347218,0.20279497,0.20279497
ENSG00000260493,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260495,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.05187958,0.20279497,0.20279497
ENSG00000260496,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260500,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260507,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,3.016034257,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260510,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260517,0.739374661,1.455945291,0.20279497,1.391770528,0.20279497,0.20279497,1.827244654,2.526680341,0.20279497,0.20279497
ENSG00000260518,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000260521,1.4364307,0.838266503,1.907147936,0.799217965,1.772234861,0.20279497,1.827244654,0.820317646,0.20279497,1.429023308
ENSG00000260526,0.20279497,0.20279497,0.20279497,0.799217965,0.68158969,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260528,1.129598361,2.403611623,0.20279497,2.552076826,1.566983978,0.20279497,2.247142917,1.582812426,0.20279497,1.429023308
ENSG00000260542,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260549,0.20279497,0.20279497,1.907147936,1.810588136,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.942446776
ENSG00000260558,0.20279497,0.20279497,1.293251249,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,1.84511817,0.20279497
ENSG00000260563,1.129598361,0.555240179,0.20279497,0.53161028,0.20279497,0.20279497,1.827244654,1.05187958,1.84511817,0.942446776
ENSG00000260565,1.689312795,2.314050814,1.293251249,4.041851821,1.566983978,0.20279497,3.254403493,4.703383868,3.982063839,0.20279497
ENSG00000260570,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260572,0.20279497,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,1.232511218,0.20279497,0.20279497,0.20279497
ENSG00000260578,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260583,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000260588,0.739374661,1.757167165,1.293251249,0.53161028,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.942446776
ENSG00000260589,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000260592,2.091558607,1.277910509,2.666850197,1.219951751,2.111628062,0.20279497,3.060723424,1.05187958,3.083489023,1.792231716
ENSG00000260604,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260615,3.7089627,1.887066858,0.20279497,4.015812757,1.040462049,0.20279497,0.20279497,0.20279497,3.739892934,0.20279497
ENSG00000260625,1.129598361,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260630,0.739374661,0.20279497,0.20279497,1.391770528,1.040462049,0.20279497,0.20279497,1.426585717,0.20279497,0.20279497
ENSG00000260634,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000260641,0.739374661,0.20279497,1.293251249,0.53161028,1.327610628,0.20279497,0.20279497,1.426585717,0.20279497,0.20279497
ENSG00000260643,0.20279497,0.838266503,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260645,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260647,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000260650,0.20279497,0.838266503,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.942446776
ENSG00000260661,2.663614988,1.757167165,1.907147936,2.228454232,2.506075791,0.20279497,1.232511218,0.544347218,0.20279497,3.481827342
ENSG00000260669,0.20279497,1.455945291,0.20279497,2.754593985,1.040462049,0.20279497,2.247142917,2.447581221,2.59328722,0.20279497
ENSG00000260671,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000260672,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.05187958,0.20279497,0.20279497
ENSG00000260683,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.942446776
ENSG00000260686,0.20279497,0.838266503,1.907147936,1.545286854,1.327610628,0.20279497,0.20279497,1.852159161,0.20279497,0.20279497
