EnsembleID,P3240SPE,P3072PE,P3330PE,P3113SPE
ENSG00000188010,3.665606462,4.073925384,2.297582008,2.196479516
ENSG00000188013,2.726445499,1.362028924,1.362028924,2.482889605
ENSG00000188021,3.219825396,2.873298476,3.264245782,3.105989111
ENSG00000188026,5.536713892,2.873298476,4.56579602,4.058522444
ENSG00000188029,1.362028924,1.362028924,1.362028924,1.83876202
ENSG00000188033,1.698259332,3.595062759,2.860406165,1.83876202
ENSG00000188037,1.362028924,1.362028924,1.362028924,1.83876202
ENSG00000188042,2.994124522,6.009222601,4.247284286,5.610950057
ENSG00000188060,1.362028924,1.362028924,2.860406165,1.362028924
ENSG00000188064,1.362028924,1.362028924,2.297582008,1.362028924
ENSG00000188070,2.571337666,4.720008595,2.297582008,2.926623954
ENSG00000188076,1.698259332,1.362028924,1.362028924,1.83876202
ENSG00000188092,4.005671065,1.362028924,2.860406165,1.83876202
ENSG00000188112,1.362028924,1.362028924,1.362028924,2.482889605
ENSG00000188130,1.698259332,1.362028924,1.362028924,2.196479516
ENSG00000188157,2.39752232,3.595062759,3.579413189,2.196479516
ENSG00000188158,1.362028924,1.362028924,1.362028924,2.196479516
