EnsembleID,P3180PE,P3262PE,P3127PE,P3282PE,P3314SPE,P3228SPE,P3150SPE,P3183PE,P3077PE,P3233SPE
ENSG00000261342,1.683073334,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261349,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261351,1.784419047,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261353,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261359,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261360,2.130777648,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261366,2.471956584,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.189200783,1.574066796
ENSG00000261371,9.201120618,6.897428785,8.910766913,7.78133941,7.548704824,7.880793626,7.860872013,7.411748814,7.840889271,7.661359334
ENSG00000261373,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,4.275709168,1.574066796,1.574066796,1.574066796
ENSG00000261375,2.051668069,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,3.342696013,1.574066796
ENSG00000261377,4.422131865,2.382052177,3.900652216,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.822358931,1.574066796
ENSG00000261386,2.588642865,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261390,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261394,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261399,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000261400,1.574066796,1.574066796,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261402,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,4.275709168,1.574066796,1.574066796,1.574066796
ENSG00000261404,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261408,1.879110376,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261416,2.277063411,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,3.71335061,2.000492674,1.574066796
ENSG00000261420,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261423,2.409872207,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000261437,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000261438,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261441,3.539003883,2.896877456,3.900652216,5.205029659,5.9346101,5.629982372,4.275709168,5.061591591,2.329210893,3.453646688
ENSG00000261451,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261455,4.654060136,3.575169918,3.452770467,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,4.025792518,4.750235845
ENSG00000261460,1.574066796,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261468,2.277063411,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261471,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261485,2.588642865,1.574066796,2.799787412,1.574066796,1.574066796,4.208837981,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261488,2.344995501,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261490,2.935670317,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261499,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000261504,2.277063411,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261512,1.574066796,1.574066796,2.799787412,1.574066796,1.574066796,3.424219297,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261526,3.80328861,1.574066796,1.574066796,1.574066796,4.483683049,1.574066796,4.275709168,1.574066796,2.000492674,1.574066796
ENSG00000261529,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261534,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,4.208837981,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261537,2.205773863,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261542,1.784419047,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261546,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000261549,1.967967594,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000261552,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261553,2.051668069,2.382052177,1.574066796,1.574066796,1.574066796,3.424219297,1.574066796,3.71335061,2.329210893,1.574066796
ENSG00000261556,3.251051278,1.574066796,2.799787412,3.286775746,3.663934896,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000261560,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261567,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000261568,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261574,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,1.574066796,1.574066796
ENSG00000261583,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.424219297,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261594,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261596,1.879110376,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000261609,3.10196169,2.382052177,2.799787412,3.286775746,5.003183857,4.208837981,1.574066796,1.574066796,2.822358931,1.574066796
ENSG00000261612,1.683073334,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000261613,1.574066796,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261614,1.683073334,1.574066796,2.799787412,1.574066796,4.483683049,1.574066796,1.574066796,3.008476976,2.329210893,1.574066796
ENSG00000261615,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000261616,1.879110376,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261618,1.683073334,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261625,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.424219297,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261628,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261635,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261641,1.574066796,1.574066796,1.574066796,4.047987249,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261644,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261645,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261649,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,1.574066796,1.574066796
ENSG00000261654,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261655,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000261656,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261659,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261662,1.967967594,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261668,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261685,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261697,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261701,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261704,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000261716,2.588642865,2.382052177,1.574066796,4.543681726,3.663934896,1.574066796,1.574066796,4.539549294,2.596754359,1.574066796
ENSG00000261717,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000261732,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261734,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261737,1.879110376,2.896877456,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000261740,2.051668069,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.822358931,1.574066796
ENSG00000261751,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000261752,1.574066796,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261754,1.683073334,1.574066796,1.574066796,3.286775746,1.574066796,3.424219297,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261770,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261771,1.683073334,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261775,2.130777648,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000261777,1.967967594,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,2.000492674,1.574066796
ENSG00000261794,2.051668069,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261798,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261799,2.130777648,2.896877456,1.574066796,1.574066796,1.574066796,4.208837981,1.574066796,1.574066796,2.596754359,1.574066796
ENSG00000261801,1.784419047,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261803,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261804,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.424219297,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261812,1.574066796,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261819,1.879110376,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,3.453646688
ENSG00000261824,2.979074354,3.27552481,1.574066796,4.047987249,1.574066796,1.574066796,1.574066796,4.184802157,2.000492674,1.574066796
ENSG00000261831,1.574066796,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261840,3.873975474,3.575169918,2.799787412,1.574066796,1.574066796,1.574066796,4.275709168,3.008476976,4.025792518,1.574066796
ENSG00000261866,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261879,1.967967594,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000261884,2.588642865,3.27552481,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261888,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,4.208837981,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261889,1.879110376,2.382052177,2.799787412,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261915,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261934,1.574066796,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261938,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000261971,4.087334962,3.27552481,2.799787412,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,3.453646688
ENSG00000261997,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262001,1.683073334,1.574066796,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262049,1.879110376,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000262061,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,2.329210893,1.574066796
ENSG00000262074,2.130777648,3.27552481,3.900652216,4.543681726,5.68555368,4.714215374,5.160332126,3.008476976,2.000492674,1.574066796
ENSG00000262097,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,1.574066796,1.574066796
ENSG00000262151,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262155,1.967967594,1.574066796,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262165,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000262180,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262202,1.574066796,2.382052177,3.452770467,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262209,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262211,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262222,2.588642865,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,4.275709168,1.574066796,1.574066796,1.574066796
ENSG00000262227,1.967967594,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262246,3.539003883,3.823155467,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,4.184802157,3.724301768,3.453646688
ENSG00000262248,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.453646688
ENSG00000262251,1.879110376,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262304,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000262319,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262332,1.574066796,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262333,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000262370,2.797026138,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262380,2.051668069,1.574066796,1.574066796,1.574066796,4.483683049,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262402,1.784419047,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000262406,1.574066796,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262413,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262468,1.967967594,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262470,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.424219297,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262482,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262484,2.130777648,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262488,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262492,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000262497,2.935670317,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000262503,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262514,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262528,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.424219297,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262533,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262558,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,4.275709168,1.574066796,1.574066796,1.574066796
ENSG00000262576,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262580,3.021210613,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262587,1.967967594,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262633,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262652,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262655,1.879110376,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262670,1.574066796,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262681,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262700,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262712,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000262714,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.453646688
ENSG00000262728,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000262766,1.683073334,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262803,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262814,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,2.000492674,1.574066796
ENSG00000262823,1.784419047,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262833,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262873,2.051668069,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262877,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000262879,6.130207183,5.356790246,5.279879018,4.047987249,5.003183857,5.384192606,1.574066796,6.774015725,6.719336983,4.242947895
ENSG00000262902,1.879110376,2.382052177,1.574066796,1.574066796,5.384341868,1.574066796,1.574066796,1.574066796,4.196646083,1.574066796
ENSG00000262919,2.797026138,3.823155467,4.24193384,1.574066796,1.574066796,4.714215374,4.275709168,5.061591591,4.349391598,5.124809365
ENSG00000262979,1.967967594,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000263001,6.959924565,7.026714952,6.840262147,5.656794908,5.384341868,5.629982372,5.704689849,6.705587537,7.346174482,5.668140141
ENSG00000263002,2.205773863,3.27552481,1.574066796,1.574066796,1.574066796,3.424219297,4.275709168,4.184802157,2.822358931,1.574066796
ENSG00000263004,2.588642865,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,2.596754359,1.574066796
ENSG00000263006,1.879110376,1.574066796,1.574066796,4.047987249,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000263013,1.879110376,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000263020,1.574066796,2.896877456,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000263064,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000263069,1.683073334,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000263072,2.643627685,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,2.822358931,1.574066796
ENSG00000263120,1.967967594,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000263126,1.967967594,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000263142,2.051668069,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000263155,5.906804642,2.896877456,1.574066796,4.543681726,1.574066796,3.424219297,1.574066796,1.574066796,2.596754359,3.453646688
ENSG00000263165,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000263179,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000263189,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000263201,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000263214,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000263220,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000263232,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000263264,5.470522863,4.219158426,3.900652216,3.286775746,1.574066796,1.574066796,1.574066796,3.008476976,4.349391598,6.061902425
ENSG00000263266,1.967967594,1.574066796,5.279879018,5.838757611,5.384341868,6.185737685,5.160332126,4.824055498,4.025792518,5.421902862
ENSG00000263276,1.879110376,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000263327,2.409872207,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.596754359,1.574066796
ENSG00000263335,2.205773863,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,1.574066796,4.242947895
ENSG00000263345,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000263366,1.879110376,1.574066796,1.574066796,1.574066796,1.574066796,4.208837981,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000263368,1.683073334,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000263378,1.574066796,1.574066796,2.799787412,1.574066796,5.9346101,1.574066796,4.275709168,3.008476976,2.000492674,3.453646688
