EnsembleID,P3180PE,P3262PE,P3127PE,P3282PE,P3314SPE,P3228SPE,P3150SPE,P3183PE,P3077PE,P3233SPE
ENSG00000022267,8.530843112,6.564175828,7.743035417,6.510037639,7.116302587,6.989762162,6.662909067,6.304203881,6.390057473,6.841434237
ENSG00000022277,6.163511736,6.529686332,6.502526775,6.510037639,5.9346101,6.185737685,5.704689849,5.995801617,6.865851158,5.668140141
ENSG00000022355,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000022556,1.967967594,1.574066796,3.452770467,3.286775746,1.574066796,1.574066796,4.275709168,3.008476976,1.574066796,4.242947895
ENSG00000022567,6.965330543,6.924229521,6.369753109,4.543681726,1.574066796,6.023170102,5.160332126,6.633751435,7.182938454,5.668140141
ENSG00000022840,7.657088777,8.382879236,8.179739076,9.017918242,8.680476292,8.871652372,6.662909067,9.314451762,7.271651928,8.679070399
ENSG00000022976,3.10196169,1.574066796,3.900652216,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,4.242947895
ENSG00000023041,3.140703201,2.382052177,3.900652216,1.574066796,1.574066796,4.714215374,1.574066796,1.574066796,2.596754359,1.574066796
ENSG00000023171,3.021210613,2.896877456,2.799787412,1.574066796,4.483683049,1.574066796,1.574066796,3.71335061,1.574066796,4.750235845
ENSG00000023191,5.309826701,4.529544072,5.667007285,5.448523715,5.003183857,5.087751037,4.275709168,4.539549294,4.887516136,5.421902862
ENSG00000023228,5.74649944,5.506178386,5.667007285,4.047987249,5.68555368,4.714215374,1.574066796,4.539549294,5.732008189,5.668140141
ENSG00000023287,5.204049465,5.575445567,4.948557782,4.543681726,1.574066796,5.629982372,1.574066796,6.208545687,5.278551796,5.124809365
ENSG00000023318,5.099763955,5.356790246,5.420783123,4.047987249,1.574066796,5.384192606,5.160332126,5.60302913,5.239982831,4.242947895
ENSG00000023330,3.509704362,4.897318536,4.517727852,3.286775746,1.574066796,1.574066796,1.574066796,5.061591591,4.784081837,4.750235845
ENSG00000023445,5.934630843,5.433417058,5.775966507,5.656794908,5.384341868,3.424219297,5.160332126,6.106091588,5.703943578,5.421902862
ENSG00000023516,5.566129164,4.784831887,5.667007285,5.205029659,6.146934673,5.629982372,1.574066796,5.26549101,5.159606571,5.421902862
ENSG00000023572,2.344995501,2.896877456,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000023608,4.164563523,4.034701779,4.517727852,1.574066796,1.574066796,3.424219297,1.574066796,5.60302913,4.487502273,5.668140141
ENSG00000023697,7.226231451,6.219334831,6.369753109,4.911924638,3.663934896,5.629982372,4.275709168,6.558150098,6.241783299,5.124809365
ENSG00000023734,7.196659592,7.233719814,6.789182502,6.710190764,4.483683049,6.185737685,6.0989882,7.019260867,6.801091914,6.50369062
ENSG00000023839,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000023892,7.033824778,6.630775665,5.420783123,5.448523715,5.9346101,5.629982372,5.160332126,5.876377168,6.140723997,5.124809365
ENSG00000023902,9.441181883,7.735388217,8.862165038,8.998919897,8.378083056,8.291267738,8.799480179,7.684861382,8.276863177,8.863360687
ENSG00000023909,6.520068693,5.704736458,7.11373933,5.656794908,5.003183857,1.574066796,5.160332126,1.574066796,5.239982831,5.878413741
ENSG00000024048,7.010481419,7.275948889,5.971926951,7.430652371,6.643206751,5.83992976,4.275709168,6.839344749,6.7332886,5.668140141
ENSG00000024422,4.599479078,4.219158426,6.144425314,4.911924638,6.331982488,3.424219297,1.574066796,3.71335061,4.887516136,3.453646688
ENSG00000024526,2.471956584,2.896877456,3.452770467,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.596754359,1.574066796
ENSG00000024862,5.275422199,5.098971572,4.24193384,3.286775746,1.574066796,4.208837981,1.574066796,4.824055498,6.054448585,5.421902862
ENSG00000025039,3.286034849,4.034701779,3.900652216,1.574066796,3.663934896,1.574066796,4.275709168,1.574066796,3.831952693,1.574066796
ENSG00000025156,2.471956584,3.27552481,2.799787412,1.574066796,5.003183857,1.574066796,1.574066796,3.71335061,3.017408437,1.574066796
ENSG00000025293,6.158800756,6.564175828,5.123708744,5.838757611,5.68555368,3.424219297,1.574066796,4.539549294,6.492047783,4.750235845
ENSG00000025423,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.453646688
ENSG00000025434,2.74768364,3.823155467,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,4.750235845
ENSG00000025708,6.086225316,6.219334831,4.948557782,3.286775746,5.384341868,5.087751037,5.160332126,6.901843216,5.889814472,6.370913147
ENSG00000025770,3.286034849,1.574066796,3.452770467,1.574066796,1.574066796,4.208837981,1.574066796,1.574066796,3.48141923,1.574066796
ENSG00000025772,2.471956584,1.574066796,2.799787412,1.574066796,3.663934896,3.424219297,1.574066796,3.71335061,3.342696013,3.453646688
ENSG00000025796,6.689691123,6.842285799,5.420783123,3.286775746,4.483683049,6.023170102,1.574066796,5.60302913,6.556243892,4.750235845
ENSG00000025800,5.166993785,6.219334831,5.667007285,6.000319068,5.384341868,5.629982372,5.704689849,5.26549101,5.352727773,5.421902862
ENSG00000026025,6.879172445,8.476391945,8.416937576,8.580301954,8.574366221,8.666611617,8.5062137,7.754256284,8.565150152,8.958980839
ENSG00000026036,2.277063411,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000026103,3.10196169,2.382052177,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,4.242947895
ENSG00000026297,6.534687965,5.001665452,3.452770467,1.574066796,1.574066796,4.208837981,4.275709168,5.876377168,5.388432957,3.453646688
ENSG00000026508,6.463887895,6.897428785,6.144425314,6.000319068,6.146934673,6.697980354,5.160332126,6.478366882,6.865851158,6.061902425
ENSG00000026559,2.130777648,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000026652,2.277063411,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000026751,2.935670317,3.27552481,1.574066796,1.574066796,1.574066796,3.424219297,1.574066796,3.008476976,4.113747026,4.242947895
ENSG00000026950,6.306673232,4.66282734,5.877271324,6.000319068,5.384341868,4.714215374,5.160332126,4.184802157,3.48141923,5.878413741
ENSG00000027001,2.979074354,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,3.189200783,1.574066796
ENSG00000027075,5.029247419,5.575445567,4.749165676,5.838757611,6.331982488,4.208837981,4.275709168,5.061591591,4.936579073,5.124809365
ENSG00000027644,1.574066796,1.574066796,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000027697,6.172887796,4.897318536,2.799787412,3.286775746,4.483683049,4.208837981,1.574066796,5.26549101,4.55189651,4.750235845
ENSG00000027847,3.353555515,2.896877456,1.574066796,1.574066796,1.574066796,3.424219297,4.275709168,1.574066796,2.596754359,1.574066796
ENSG00000027869,2.979074354,3.823155467,3.452770467,1.574066796,1.574066796,3.424219297,1.574066796,4.184802157,3.189200783,1.574066796
ENSG00000028116,6.245780202,5.879243759,5.123708744,4.047987249,3.663934896,3.424219297,1.574066796,6.208545687,5.889814472,4.242947895
ENSG00000028137,5.292727005,5.098971572,4.24193384,1.574066796,5.003183857,3.424219297,1.574066796,4.824055498,4.113747026,4.242947895
ENSG00000028203,5.551826616,4.784831887,5.420783123,5.656794908,1.574066796,3.424219297,1.574066796,3.008476976,5.239982831,1.574066796
ENSG00000028277,5.901174413,5.575445567,6.060752732,7.042564912,7.757077092,6.697980354,7.517979414,6.304203881,6.691022349,5.124809365
ENSG00000028310,5.721159591,5.433417058,2.799787412,1.574066796,4.483683049,5.629982372,1.574066796,3.008476976,4.55189651,1.574066796
ENSG00000028528,6.940842506,6.382839863,6.68125497,6.14559624,6.146934673,5.384192606,1.574066796,6.705587537,6.662140862,6.938470579
ENSG00000028839,6.609099172,5.506178386,5.123708744,5.656794908,1.574066796,4.208837981,1.574066796,5.60302913,6.222129843,4.242947895
ENSG00000029153,4.853815964,4.529544072,3.900652216,1.574066796,1.574066796,3.424219297,1.574066796,5.60302913,5.646121452,1.574066796
ENSG00000029363,6.241330749,6.261980881,4.749165676,5.838757611,5.9346101,4.714215374,4.275709168,6.558150098,6.903355799,5.124809365
ENSG00000029364,4.25562558,2.382052177,5.420783123,4.047987249,1.574066796,1.574066796,1.574066796,3.008476976,4.025792518,4.242947895
ENSG00000029534,8.785078724,7.89293162,8.482715108,7.988151796,7.939116912,7.563414529,7.755377503,8.420585239,6.632669361,8.056744167
ENSG00000029639,2.277063411,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.596754359,1.574066796
ENSG00000029725,6.943584016,7.296608761,5.971926951,6.14559624,5.003183857,6.464475176,4.275709168,7.276765738,7.355224852,6.224665391
ENSG00000029993,2.74768364,4.529544072,1.574066796,4.047987249,4.483683049,3.424219297,1.574066796,3.008476976,4.887516136,4.750235845
ENSG00000030066,4.987348668,5.275864083,4.517727852,4.047987249,1.574066796,3.424219297,1.574066796,5.26549101,4.113747026,3.453646688
ENSG00000030110,2.797026138,3.575169918,1.574066796,1.574066796,1.574066796,3.424219297,1.574066796,3.71335061,3.342696013,1.574066796
ENSG00000030419,3.178431512,1.574066796,3.452770467,1.574066796,3.663934896,3.424219297,1.574066796,3.008476976,3.189200783,3.453646688
ENSG00000030582,5.376268038,3.823155467,6.144425314,4.047987249,3.663934896,5.087751037,4.275709168,5.26549101,3.831952693,5.668140141
ENSG00000031003,8.892553834,9.014320818,8.055554283,7.867653243,7.213772809,6.697980354,6.408328177,8.332571704,9.056240206,7.029389511
ENSG00000031081,3.479797444,4.034701779,4.24193384,4.047987249,4.483683049,5.629982372,5.704689849,4.184802157,4.61353892,3.453646688
ENSG00000031691,2.409872207,3.27552481,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,2.822358931,1.574066796
ENSG00000031698,4.987348668,6.034902242,4.749165676,3.286775746,5.003183857,5.629982372,5.704689849,5.26549101,6.407564461,5.124809365
ENSG00000031823,4.888375604,5.575445567,4.948557782,4.911924638,4.483683049,4.714215374,5.160332126,5.995801617,5.352727773,3.453646688
ENSG00000032219,5.837746811,6.13006374,3.900652216,4.911924638,4.483683049,5.384192606,1.574066796,5.876377168,5.490534204,5.124809365
ENSG00000032389,2.797026138,1.574066796,3.900652216,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,3.342696013,1.574066796
ENSG00000032444,4.667388746,4.034701779,3.900652216,4.911924638,5.003183857,4.714215374,1.574066796,5.444109091,3.342696013,3.453646688
ENSG00000032742,5.431995538,4.897318536,4.749165676,3.286775746,1.574066796,1.574066796,1.574066796,4.184802157,5.239982831,1.574066796
ENSG00000033011,2.130777648,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000033030,4.047112949,3.823155467,4.749165676,3.286775746,4.483683049,3.424219297,1.574066796,3.71335061,3.932125688,4.242947895
ENSG00000033050,4.20168088,4.529544072,1.574066796,5.448523715,3.663934896,4.208837981,1.574066796,4.184802157,4.61353892,1.574066796
ENSG00000033100,3.567720188,2.382052177,3.452770467,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,2.596754359,1.574066796
ENSG00000033122,1.967967594,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000033170,7.18743725,7.470330497,5.123708744,6.277573318,4.483683049,5.087751037,5.160332126,5.26549101,8.360143299,5.124809365
ENSG00000033178,4.693682144,4.66282734,3.900652216,4.543681726,3.663934896,1.574066796,1.574066796,3.008476976,4.113747026,1.574066796
ENSG00000033327,6.076266769,5.433417058,5.971926951,6.14559624,5.68555368,6.331827709,5.160332126,5.60302913,5.732008189,5.668140141
ENSG00000033627,5.872688888,5.098971572,4.948557782,4.543681726,3.663934896,4.208837981,5.704689849,4.824055498,5.316116451,4.750235845
ENSG00000033800,6.69295336,6.458130659,5.877271324,5.448523715,4.483683049,6.023170102,4.275709168,5.995801617,6.853129775,5.668140141
ENSG00000033867,5.240177154,4.529544072,2.799787412,4.047987249,1.574066796,1.574066796,4.275709168,4.184802157,4.887516136,5.421902862
ENSG00000034053,5.008450142,4.66282734,4.24193384,4.543681726,4.483683049,4.208837981,4.275709168,3.008476976,3.831952693,1.574066796
ENSG00000034152,8.11420691,8.343708277,8.849754359,9.468197838,8.100739141,8.291267738,8.051205476,9.091268964,7.213119813,8.099338334
ENSG00000034510,7.498340773,9.600671358,9.162311451,8.702764203,8.77931382,9.728817783,8.5062137,9.59539608,9.188712939,9.173510191
ENSG00000034533,2.277063411,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,2.822358931,1.574066796
ENSG00000034677,5.74649944,5.823387586,5.123708744,5.838757611,5.003183857,6.023170102,1.574066796,6.304203881,6.054448585,4.750235845
ENSG00000034693,3.703306518,4.034701779,3.900652216,1.574066796,1.574066796,1.574066796,4.275709168,1.574066796,3.017408437,3.453646688
ENSG00000034713,9.117402545,9.087282037,8.382888882,8.748979477,7.939116912,7.232343295,6.662909067,8.562763067,8.741169107,7.344726163
ENSG00000035115,3.509704362,2.896877456,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.822358931,1.574066796
ENSG00000035141,3.449257411,4.219158426,2.799787412,3.286775746,3.663934896,3.424219297,1.574066796,3.008476976,3.342696013,1.574066796
ENSG00000035403,12.58457133,10.50774918,12.65290919,11.37063417,11.1313163,11.14233919,11.18651099,10.67097164,11.19834865,11.74891962
ENSG00000035499,3.286034849,3.27552481,3.452770467,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,3.831952693,1.574066796
ENSG00000035664,3.728959102,3.823155467,2.799787412,4.911924638,3.663934896,5.83992976,1.574066796,3.008476976,2.822358931,1.574066796
ENSG00000035681,4.047112949,5.190127286,3.452770467,1.574066796,4.483683049,5.629982372,1.574066796,3.008476976,4.729443953,3.453646688
ENSG00000035687,4.183241567,3.823155467,3.452770467,4.543681726,4.483683049,1.574066796,5.704689849,3.71335061,4.984028216,4.750235845
ENSG00000035720,2.979074354,3.575169918,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,3.831952693,1.574066796
ENSG00000035862,3.703306518,3.575169918,4.948557782,1.574066796,1.574066796,5.087751037,1.574066796,3.71335061,3.607965735,1.574066796
ENSG00000035928,6.096115592,6.261980881,4.517727852,4.543681726,4.483683049,1.574066796,5.704689849,5.60302913,6.617704725,4.242947895
ENSG00000036054,5.889847605,5.190127286,5.549141713,5.205029659,5.003183857,6.331827709,4.275709168,5.061591591,6.032048758,4.750235845
ENSG00000036257,5.662463271,6.219334831,4.948557782,5.448523715,3.663934896,5.83992976,1.574066796,6.208545687,5.759537263,4.750235845
ENSG00000036448,2.471956584,2.382052177,1.574066796,3.286775746,1.574066796,1.574066796,4.275709168,1.574066796,3.831952693,5.878413741
ENSG00000036530,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000036549,5.74649944,5.506178386,4.24193384,5.838757611,4.483683049,3.424219297,4.275709168,4.539549294,4.887516136,1.574066796
ENSG00000036565,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000036828,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000037042,3.062151057,2.382052177,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000037241,3.449257411,5.190127286,1.574066796,4.911924638,1.574066796,1.574066796,1.574066796,4.184802157,5.423275775,1.574066796
ENSG00000037280,2.935670317,1.574066796,2.799787412,1.574066796,1.574066796,4.208837981,1.574066796,1.574066796,2.329210893,3.453646688
ENSG00000037474,5.059891783,5.275864083,4.24193384,1.574066796,5.003183857,1.574066796,1.574066796,5.061591591,5.490534204,4.242947895
ENSG00000037637,3.703306518,2.896877456,3.452770467,5.205029659,3.663934896,1.574066796,1.574066796,3.71335061,3.831952693,3.453646688
ENSG00000037749,2.643627685,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000037757,3.850795888,1.574066796,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,3.017408437,1.574066796
ENSG00000037897,2.205773863,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000038002,2.696593603,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.822358931,1.574066796
ENSG00000038210,2.797026138,2.896877456,3.452770467,1.574066796,1.574066796,1.574066796,1.574066796,4.184802157,3.607965735,1.574066796
ENSG00000038219,7.290093408,7.906436056,6.840262147,7.24961901,6.495970723,6.185737685,6.0989882,5.876377168,7.625895985,7.195656318
ENSG00000038274,6.986754135,7.558507773,6.68125497,7.372795731,5.9346101,6.185737685,6.408328177,6.961746256,7.223041568,5.878413741
ENSG00000038295,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000038358,4.25562558,2.896877456,3.900652216,5.656794908,5.003183857,5.087751037,5.160332126,3.008476976,4.025792518,5.124809365
ENSG00000038382,6.030582545,5.275864083,6.060752732,6.14559624,5.384341868,6.023170102,6.662909067,5.995801617,5.278551796,5.878413741
ENSG00000038427,7.542410464,4.897318536,1.574066796,4.543681726,3.663934896,3.424219297,5.160332126,3.71335061,4.275039391,5.124809365
ENSG00000038532,6.035730598,4.219158426,5.549141713,3.286775746,1.574066796,3.424219297,4.275709168,5.74616741,4.936579073,3.453646688
ENSG00000038945,2.277063411,2.896877456,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,2.596754359,3.453646688
ENSG00000039068,1.683073334,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000039123,5.642354879,4.66282734,4.24193384,3.286775746,1.574066796,5.087751037,1.574066796,5.444109091,5.864683201,3.453646688
ENSG00000039139,1.683073334,1.574066796,1.574066796,3.286775746,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000039319,3.896788518,3.575169918,3.452770467,1.574066796,1.574066796,1.574066796,4.275709168,3.008476976,4.275039391,1.574066796
ENSG00000039523,5.018886256,5.190127286,5.775966507,6.14559624,5.9346101,3.424219297,4.275709168,5.061591591,5.352727773,4.242947895
ENSG00000039560,1.967967594,3.823155467,3.900652216,3.286775746,1.574066796,3.424219297,1.574066796,5.061591591,2.596754359,4.242947895
ENSG00000039600,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,2.329210893,1.574066796
ENSG00000039650,4.613319149,3.575169918,3.900652216,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.189200783,1.574066796
ENSG00000039987,2.471956584,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000040199,3.10196169,2.382052177,2.799787412,3.286775746,1.574066796,1.574066796,4.275709168,3.71335061,3.724301768,1.574066796
ENSG00000040275,4.307625693,3.823155467,1.574066796,4.047987249,5.9346101,1.574066796,1.574066796,1.574066796,4.61353892,1.574066796
ENSG00000040341,8.131140979,7.470330497,6.789182502,6.710190764,6.495970723,4.208837981,1.574066796,6.901843216,7.993595911,7.029389511
ENSG00000040487,2.531479112,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.71335061,2.000492674,1.574066796
ENSG00000040531,5.13856374,2.896877456,4.24193384,4.047987249,1.574066796,3.424219297,1.574066796,3.71335061,3.48141923,5.124809365
ENSG00000040608,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000040633,4.613319149,4.784831887,4.948557782,6.14559624,3.663934896,4.208837981,4.275709168,3.008476976,5.117674343,1.574066796
ENSG00000040731,1.879110376,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.000492674,1.574066796
ENSG00000040933,5.759004392,5.190127286,6.223509974,3.286775746,1.574066796,5.087751037,4.275709168,5.061591591,4.025792518,3.453646688
ENSG00000041353,10.85532758,8.870148824,9.807081531,8.702764203,8.574366221,8.427524193,6.879232792,8.462657091,9.6760134,8.467742963
ENSG00000041357,4.706651298,5.823387586,4.749165676,4.047987249,3.663934896,5.087751037,1.574066796,6.558150098,6.524502878,5.124809365
ENSG00000041515,1.879110376,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000041802,4.10703312,3.27552481,4.24193384,3.286775746,4.483683049,4.208837981,4.275709168,3.71335061,4.025792518,3.453646688
ENSG00000041880,2.409872207,2.896877456,2.799787412,1.574066796,1.574066796,1.574066796,4.275709168,3.71335061,2.000492674,1.574066796
ENSG00000041988,2.409872207,1.574066796,3.900652216,3.286775746,3.663934896,1.574066796,1.574066796,3.008476976,2.329210893,3.453646688
ENSG00000042062,4.20168088,3.575169918,5.279879018,4.543681726,4.483683049,4.208837981,1.574066796,3.71335061,4.025792518,5.668140141
ENSG00000042088,3.595876043,3.27552481,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,3.48141923,1.574066796
ENSG00000042286,2.130777648,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,5.160332126,4.539549294,2.000492674,1.574066796
ENSG00000042317,3.178431512,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000042429,4.145640486,3.575169918,3.900652216,3.286775746,3.663934896,1.574066796,1.574066796,1.574066796,3.607965735,1.574066796
ENSG00000042445,2.643627685,2.382052177,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,2.329210893,1.574066796
ENSG00000042493,3.021210613,5.001665452,2.799787412,4.047987249,4.483683049,5.087751037,5.704689849,4.539549294,4.349391598,3.453646688
ENSG00000042753,6.196064771,4.784831887,5.667007285,4.543681726,5.9346101,5.384192606,1.574066796,3.71335061,4.887516136,5.878413741
ENSG00000042781,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000042832,2.130777648,2.382052177,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,3.008476976,2.000492674,1.574066796
ENSG00000042980,4.27316803,2.382052177,1.574066796,1.574066796,1.574066796,4.208837981,5.160332126,1.574066796,2.000492674,1.574066796
ENSG00000043093,7.574601193,8.353601174,6.060752732,7.042564912,6.146934673,6.331827709,1.574066796,7.535175954,7.662812976,5.124809365
ENSG00000043143,5.58029131,6.175389665,6.840262147,6.14559624,6.331982488,4.714215374,1.574066796,5.26549101,5.457296902,5.421902862
ENSG00000043355,1.574066796,1.574066796,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000043462,7.83298821,7.780088651,7.871366411,7.68953111,6.643206751,8.059220193,7.517979414,7.228811019,7.970223195,7.272115759
ENSG00000043514,2.844736705,3.27552481,4.749165676,3.286775746,3.663934896,1.574066796,1.574066796,1.574066796,3.342696013,1.574066796
ENSG00000043591,1.784419047,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000044090,3.386166639,2.896877456,1.574066796,1.574066796,1.574066796,3.424219297,1.574066796,1.574066796,3.607965735,1.574066796
ENSG00000044115,7.319940046,6.034902242,7.233212958,6.710190764,6.643206751,5.83992976,5.704689849,5.74616741,5.914515449,6.737397506
ENSG00000044446,4.341279522,3.823155467,1.574066796,4.047987249,3.663934896,4.714215374,1.574066796,3.008476976,4.113747026,3.453646688
ENSG00000044459,8.235499348,7.657664783,7.11373933,6.14559624,5.384341868,4.714215374,1.574066796,6.774015725,7.834431585,5.668140141
ENSG00000044574,4.613319149,4.38268236,3.452770467,1.574066796,3.663934896,1.574066796,4.275709168,4.539549294,4.42009899,4.750235845
ENSG00000046604,1.574066796,1.574066796,2.799787412,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000046647,2.696593603,3.575169918,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000046651,6.910336972,6.219334831,5.549141713,5.656794908,1.574066796,3.424219297,1.574066796,5.444109091,6.587301573,3.453646688
ENSG00000046653,1.683073334,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796
ENSG00000046889,1.784419047,4.034701779,2.799787412,4.047987249,4.483683049,4.208837981,1.574066796,1.574066796,3.017408437,1.574066796
ENSG00000047056,5.500620663,5.356790246,4.517727852,4.047987249,1.574066796,3.424219297,1.574066796,4.824055498,5.55479622,5.124809365
ENSG00000047188,5.587320589,5.190127286,5.279879018,4.911924638,1.574066796,1.574066796,1.574066796,5.26549101,4.61353892,5.124809365
ENSG00000047230,4.406319832,4.219158426,3.452770467,3.286775746,4.483683049,4.208837981,1.574066796,4.824055498,4.487502273,1.574066796
ENSG00000047249,3.984595833,3.575169918,3.900652216,1.574066796,1.574066796,3.424219297,1.574066796,1.574066796,3.831952693,1.574066796
ENSG00000047315,5.204049465,5.190127286,3.452770467,4.543681726,4.483683049,5.384192606,1.574066796,5.061591591,5.388432957,3.453646688
ENSG00000047346,6.035730598,5.001665452,4.948557782,3.286775746,1.574066796,1.574066796,1.574066796,4.824055498,5.074486769,3.453646688
ENSG00000047365,4.976681052,5.001665452,4.749165676,4.543681726,1.574066796,4.714215374,1.574066796,4.539549294,4.672655089,3.453646688
ENSG00000047410,6.940842506,7.099067439,5.420783123,7.312521569,5.9346101,4.714215374,4.275709168,6.558150098,7.152112181,6.370913147
ENSG00000047457,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,1.574066796,3.008476976,1.574066796,1.574066796
ENSG00000047578,4.047112949,3.27552481,3.452770467,4.047987249,1.574066796,3.424219297,1.574066796,3.71335061,3.017408437,1.574066796
ENSG00000047579,3.386166639,3.823155467,2.799787412,1.574066796,5.9346101,4.208837981,1.574066796,4.184802157,4.42009899,4.242947895
ENSG00000047597,8.574829995,7.765341861,7.821395339,7.183848326,6.495970723,6.697980354,5.704689849,7.787740859,7.182938454,4.750235845
ENSG00000047617,5.889847605,6.382839863,4.948557782,5.205029659,3.663934896,5.629982372,1.574066796,5.26549101,5.646121452,3.453646688
ENSG00000047621,3.386166639,3.575169918,1.574066796,1.574066796,4.483683049,3.424219297,1.574066796,3.008476976,3.342696013,1.574066796
ENSG00000047634,2.979074354,2.896877456,1.574066796,1.574066796,3.663934896,1.574066796,1.574066796,3.008476976,2.329210893,1.574066796
ENSG00000047644,6.858984125,6.303402424,6.564595805,6.000319068,6.495970723,5.629982372,5.704689849,6.39391192,6.280304797,5.421902862
ENSG00000047648,8.541740055,5.879243759,7.895717514,7.24961901,7.213772809,7.07523553,5.704689849,5.60302913,6.915643769,6.841434237
