EnsembleID,P3234PE,P3200PE,P3322PE,P3125PE,P3360SPE.1,P3174PE,S586PE
ENSG00000124882,1.251397792,2.357246082,1.021011534,1.021011534,2.440797094,1.021011534,1.021011534
ENSG00000124915,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.717585159
ENSG00000124920,1.021011534,1.838599807,1.021011534,1.021011534,1.021011534,2.5337666,1.292298233
ENSG00000124942,9.176525552,8.944035601,9.248607511,9.015962503,9.019147933,9.046130225,9.615826084
ENSG00000125037,9.667130584,8.786134245,7.336022108,7.040922841,7.733584742,6.40568234,4.498339536
ENSG00000125046,1.021011534,1.021011534,1.021011534,1.021011534,3.142330303,1.021011534,4.06381881
ENSG00000125089,3.233932239,3.684857269,3.322852718,2.985988394,4.869375002,5.559707002,3.128746178
ENSG00000125107,6.798413857,6.920893088,7.186030985,6.675478445,5.982553062,6.746186795,8.171720533
ENSG00000125122,1.624557885,1.021011534,1.021011534,1.021011534,1.021011534,3.73484667,1.021011534
ENSG00000125124,3.525637768,3.684857269,3.322852718,1.021011534,1.021011534,3.73484667,3.26099216
ENSG00000125144,1.021011534,1.838599807,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000125148,4.007597215,5.347364185,3.322852718,4.678223663,4.690968247,4.620480143,5.154468095
ENSG00000125149,3.179018871,1.838599807,1.021011534,1.021011534,1.021011534,4.093833879,4.721368745
ENSG00000125166,3.480934629,4.364346456,1.021011534,3.442193525,4.487344268,4.825768459,5.757269113
ENSG00000125170,2.376220103,2.357246082,1.021011534,2.314989466,3.612301316,1.021011534,3.26099216
ENSG00000125245,1.251397792,1.021011534,3.322852718,1.021011534,3.612301316,3.255846671,3.057780702
ENSG00000125246,2.048798304,1.021011534,1.021011534,3.442193525,1.021011534,1.021011534,2.821178303
ENSG00000125247,2.721867128,1.838599807,3.322852718,2.314989466,1.021011534,3.255846671,2.429761361
ENSG00000125249,5.146096797,4.973968265,5.389384054,4.97709813,6.263616437,5.309033755,6.022478732
ENSG00000125257,8.12731493,6.338797492,7.535290505,6.498720149,6.65293837,4.825768459,6.077328974
ENSG00000125266,3.387145149,3.499916977,1.021011534,1.021011534,2.440797094,3.255846671,4.234413155
ENSG00000125304,5.792825709,4.743402818,5.389384054,2.985988394,4.487344268,3.73484667,5.640703058
ENSG00000125319,2.559370401,1.838599807,5.0848135,2.314989466,1.021011534,1.021011534,1.890910519
ENSG00000125347,6.941382392,6.864539121,6.35402962,6.242146407,6.38596832,7.1795645,7.018589721
ENSG00000125351,5.202253331,4.566288238,1.021011534,4.678223663,4.869375002,4.620480143,2.638703712
ENSG00000125352,4.007597215,5.172712871,3.322852718,5.333997471,4.487344268,5.559707002,5.030225446
ENSG00000125354,8.981723143,8.393360947,7.866440458,7.618455197,7.844450698,7.570637976,7.239089884
ENSG00000125355,1.021011534,1.838599807,1.021011534,1.021011534,1.021011534,2.5337666,1.021011534
ENSG00000125356,7.294503341,6.902351947,6.488275725,6.184863373,5.728749504,5.86916711,4.386951499
ENSG00000125363,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,3.382127073
ENSG00000125375,3.975731024,4.743402818,3.322852718,4.678223663,4.690968247,4.093833879,5.374833822
ENSG00000125378,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.520556383
ENSG00000125384,2.275116933,1.021011534,3.322852718,2.314989466,2.440797094,1.021011534,3.196383945
ENSG00000125386,6.147703778,5.77180811,4.168600383,5.858380208,5.902811993,5.005451055,6.205970896
ENSG00000125388,4.790770258,3.848761081,1.021011534,4.300808666,4.250182126,1.021011534,2.04562814
ENSG00000125398,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.638703712
ENSG00000125414,1.021011534,1.021011534,3.322852718,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000125430,2.166390961,1.838599807,1.021011534,2.985988394,1.021011534,1.021011534,2.538011818
ENSG00000125434,2.166390961,1.021011534,1.021011534,1.021011534,2.440797094,1.021011534,1.292298233
ENSG00000125445,4.185291616,5.40117914,4.698249073,4.835386599,5.420557875,6.123829259,4.357706857
ENSG00000125447,5.042234675,4.566288238,4.698249073,5.224556214,5.420557875,5.005451055,5.299936872
ENSG00000125449,4.185291616,3.038872542,3.322852718,4.501822797,5.171130378,4.620480143,2.821178303
ENSG00000125450,3.062493539,1.838599807,3.322852718,2.985988394,2.440797094,3.255846671,4.201870001
ENSG00000125454,1.450009315,1.838599807,1.021011534,2.985988394,2.440797094,1.021011534,1.021011534
ENSG00000125457,4.826941085,4.364346456,4.698249073,4.501822797,3.142330303,3.73484667,4.415615087
ENSG00000125458,3.691765545,4.973968265,4.168600383,5.530737976,4.690968247,4.825768459,3.785006133
ENSG00000125459,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000125462,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.5337666,1.021011534
ENSG00000125482,3.434801911,2.357246082,1.021011534,4.067181446,1.021011534,5.165212984,2.312724784
ENSG00000125484,3.062493539,2.73794616,3.322852718,2.314989466,2.440797094,2.5337666,4.134495037
ENSG00000125485,2.376220103,3.287734011,5.0848135,2.314989466,1.021011534,1.021011534,2.904432368
ENSG00000125503,5.087665542,5.043303456,5.0848135,4.835386599,4.487344268,5.439807961,2.429761361
ENSG00000125505,5.057537808,1.838599807,4.168600383,2.314989466,3.142330303,3.73484667,4.471288363
ENSG00000125508,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,3.255846671,1.021011534
ENSG00000125510,2.376220103,1.021011534,1.021011534,1.021011534,2.440797094,1.021011534,1.021011534
ENSG00000125520,3.480934629,4.1294645,3.322852718,5.106126332,4.250182126,5.439807961,4.099589675
ENSG00000125531,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000125534,10.5133874,10.22464586,9.285958799,11.06824378,9.470140118,8.86012696,6.980725714
ENSG00000125538,4.696164887,3.038872542,4.168600383,3.788269875,3.142330303,5.005451055,5.33036381
ENSG00000125611,2.166390961,2.357246082,1.021011534,2.314989466,3.142330303,2.5337666,2.983143058
ENSG00000125618,1.450009315,1.021011534,1.021011534,1.021011534,2.440797094,1.021011534,1.890910519
ENSG00000125629,3.909806008,3.848761081,4.168600383,3.788269875,3.142330303,1.021011534,4.134495037
ENSG00000125630,2.642905391,2.73794616,3.322852718,1.021011534,4.690968247,4.620480143,4.524892808
ENSG00000125631,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000125633,4.790770258,4.1294645,3.322852718,2.985988394,4.690968247,4.620480143,4.471288363
ENSG00000125637,6.237782254,5.40117914,4.698249073,3.442193525,5.902811993,4.825768459,6.164351879
ENSG00000125648,2.048798304,1.838599807,3.322852718,2.314989466,3.966212742,1.021011534,3.740383555
ENSG00000125650,1.251397792,1.021011534,1.021011534,2.314989466,1.021011534,2.5337666,1.292298233
ENSG00000125651,5.597271708,6.544102291,5.389384054,6.062986398,6.79222728,6.528332646,5.048643009
ENSG00000125652,2.048798304,3.038872542,4.168600383,2.985988394,1.021011534,4.620480143,4.766574164
ENSG00000125656,3.525637768,2.357246082,1.021011534,2.985988394,2.440797094,4.093833879,5.137360899
ENSG00000125676,8.3013082,8.124087903,7.262974915,7.458470678,7.27642886,7.062650052,6.397760738
ENSG00000125686,5.407279983,4.824421834,4.698249073,3.788269875,5.171130378,4.093833879,4.894266286
ENSG00000125691,8.543360358,9.519431096,9.475710226,9.644895692,9.729022471,10.46411917,9.80916253
ENSG00000125695,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000125703,5.820000112,5.043303456,3.322852718,4.300808666,3.966212742,3.255846671,4.788656561
ENSG00000125726,1.021011534,1.838599807,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000125730,2.376220103,1.021011534,4.168600383,2.985988394,1.021011534,4.381055846,2.821178303
ENSG00000125731,2.275116933,1.021011534,1.021011534,3.442193525,2.440797094,2.5337666,1.021011534
ENSG00000125733,4.212890445,4.566288238,5.0848135,4.835386599,4.869375002,4.381055846,3.196383945
ENSG00000125734,3.909806008,3.684857269,3.322852718,4.067181446,4.487344268,4.381055846,3.740383555
ENSG00000125735,3.434801911,3.499916977,1.021011534,1.021011534,3.612301316,1.021011534,4.234413155
ENSG00000125740,6.353892109,1.838599807,1.021011534,3.442193525,3.612301316,4.825768459,1.021011534
ENSG00000125741,2.86789994,2.357246082,1.021011534,2.314989466,1.021011534,3.73484667,2.638703712
ENSG00000125743,5.026767475,5.40117914,7.018617007,6.242146407,6.058116555,6.641367953,5.700163045
ENSG00000125744,5.282590859,4.901131888,5.389384054,4.678223663,3.142330303,2.5337666,1.021011534
ENSG00000125746,3.611091559,1.838599807,1.021011534,3.442193525,2.440797094,4.093833879,4.576576686
ENSG00000125753,7.409291007,7.802782859,7.535290505,7.875388068,7.756449991,7.757779245,7.897228149
ENSG00000125755,6.761511369,6.338797492,6.927012122,6.401495178,6.551998341,5.86916711,4.973518564
ENSG00000125772,6.566712331,6.470493892,6.041021689,5.530737976,5.818404258,6.123829259,5.875471246
ENSG00000125775,1.021011534,1.021011534,1.021011534,2.314989466,3.142330303,1.021011534,1.021011534
ENSG00000125779,5.597271708,5.347364185,3.322852718,5.435718819,3.142330303,5.309033755,5.403736773
ENSG00000125780,2.048798304,2.357246082,1.021011534,1.021011534,1.021011534,1.021011534,1.717585159
ENSG00000125798,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.821178303
ENSG00000125810,5.117176968,4.364346456,5.0848135,4.501822797,4.250182126,4.825768459,5.299936872
ENSG00000125812,3.121932342,3.684857269,1.021011534,4.835386599,4.869375002,4.093833879,5.084787438
ENSG00000125814,4.530573101,3.499916977,1.021011534,3.788269875,2.440797094,1.021011534,2.04562814
ENSG00000125817,5.160342183,5.812096476,5.0848135,5.530737976,6.129918488,6.585957057,5.906095575
ENSG00000125818,6.372366711,6.591167584,6.488275725,6.905640919,8.005820796,7.388311973,7.589730992
ENSG00000125821,4.913589072,4.743402818,4.698249073,4.300808666,4.487344268,4.825768459,3.597584367
ENSG00000125826,4.508470994,4.566288238,4.698249073,4.501822797,6.443461027,5.670401583,4.027138426
ENSG00000125827,5.638560627,4.973968265,1.021011534,6.184863373,4.869375002,3.255846671,3.870312691
ENSG00000125834,3.179018871,3.499916977,3.322852718,2.314989466,2.440797094,3.255846671,4.26623839
ENSG00000125835,5.282590859,6.099350762,6.041021689,5.858380208,5.633151899,6.746186795,3.196383945
ENSG00000125843,2.935722994,3.038872542,3.322852718,4.067181446,4.250182126,2.5337666,3.26099216
ENSG00000125844,4.696164887,4.1294645,4.698249073,4.678223663,2.440797094,3.255846671,4.744148506
ENSG00000125845,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000125846,2.642905391,1.021011534,1.021011534,2.985988394,1.021011534,2.5337666,1.021011534
ENSG00000125863,5.973101689,5.598362882,4.168600383,5.435718819,3.966212742,5.005451055,4.234413155
ENSG00000125864,1.624557885,1.838599807,1.021011534,2.314989466,1.021011534,1.021011534,1.292298233
ENSG00000125868,7.665462389,6.785803745,4.698249073,7.164599771,6.65293837,7.062650052,6.712727553
ENSG00000125869,2.721867128,2.357246082,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000125870,4.9468418,5.109458677,4.168600383,4.501822797,5.028127778,5.773204727,5.154468095
ENSG00000125871,4.508470994,4.251680284,3.322852718,3.442193525,3.142330303,3.255846671,2.185348848
ENSG00000125875,4.9468418,5.291463799,6.041021689,5.858380208,5.982553062,5.309033755,5.565957008
ENSG00000125877,3.286831853,3.287734011,3.322852718,3.788269875,4.690968247,4.825768459,3.911146062
ENSG00000125878,2.376220103,1.021011534,1.021011534,2.985988394,1.021011534,4.825768459,1.021011534
ENSG00000125885,3.179018871,3.499916977,3.322852718,2.985988394,2.440797094,2.5337666,3.54666097
ENSG00000125888,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.73282405
ENSG00000125895,1.021011534,1.021011534,1.021011534,1.021011534,2.440797094,1.021011534,1.021011534
ENSG00000125898,5.792825709,5.233309817,6.35402962,5.703840292,6.38596832,4.381055846,3.740383555
ENSG00000125900,1.920763351,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000125901,3.179018871,4.251680284,3.322852718,2.985988394,4.869375002,3.73484667,3.26099216
ENSG00000125910,3.286831853,2.73794616,1.021011534,4.067181446,1.021011534,1.021011534,4.788656561
ENSG00000125912,2.935722994,2.73794616,1.021011534,3.442193525,2.440797094,2.5337666,2.185348848
ENSG00000125944,7.075215813,6.591167584,5.854714557,6.633277416,6.998106505,7.482353326,6.88147557
ENSG00000125945,2.376220103,1.838599807,1.021011534,1.021011534,1.021011534,3.255846671,2.983143058
ENSG00000125952,11.31402185,10.98653468,9.81928214,11.16398785,10.62540211,9.391397829,7.611574651
ENSG00000125962,2.642905391,1.838599807,1.021011534,1.021011534,1.021011534,3.255846671,1.021011534
ENSG00000125966,1.624557885,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000125967,1.624557885,2.73794616,1.021011534,3.442193525,1.021011534,1.021011534,1.520556383
ENSG00000125968,1.450009315,2.73794616,1.021011534,2.314989466,2.440797094,3.255846671,3.597584367
ENSG00000125970,7.176811227,6.765429681,6.611086461,6.756348479,7.662730764,7.062650052,7.018589721
ENSG00000125971,10.18492216,9.519431096,6.927012122,9.383653596,8.667602148,7.355551456,6.103991399
ENSG00000125977,6.455584916,7.173723655,5.64072965,6.062986398,6.32608904,7.626629048,6.077328974
ENSG00000125991,4.636273024,5.172712871,6.041021689,5.224556214,5.028127778,5.005451055,5.711766525
ENSG00000125995,4.368237365,5.233309817,3.322852718,4.678223663,4.250182126,5.773204727,4.471288363
ENSG00000126001,5.43097488,5.998213157,5.64072965,4.97709813,6.32608904,6.746186795,4.894266286
ENSG00000126003,3.943145044,3.499916977,5.0848135,4.835386599,4.690968247,5.559707002,6.301215256
ENSG00000126005,6.36623476,5.889447359,5.854714557,6.756348479,7.072880375,5.309033755,3.54666097
ENSG00000126012,5.94045559,5.643717915,5.0848135,4.835386599,6.058116555,4.825768459,4.674700911
ENSG00000126016,2.721867128,2.73794616,4.168600383,1.021011534,2.440797094,1.021011534,3.911146062
ENSG00000126062,2.796730467,2.73794616,1.021011534,3.442193525,1.021011534,1.021011534,1.021011534
ENSG00000126067,4.343480244,4.901131888,4.698249073,3.788269875,5.171130378,4.825768459,5.44603367
ENSG00000126070,4.879551783,3.499916977,1.021011534,4.067181446,3.142330303,5.165212984,4.992669588
ENSG00000126088,5.131709346,4.566288238,5.854714557,5.333997471,5.301227865,6.271627933,5.084787438
ENSG00000126091,5.907053619,4.973968265,5.389384054,6.125211504,4.690968247,1.021011534,3.057780702
ENSG00000126106,1.780249194,1.021011534,1.021011534,2.985988394,2.440797094,1.021011534,2.638703712
ENSG00000126107,3.525637768,3.499916977,5.64072965,2.985988394,5.028127778,3.255846671,4.831832509
ENSG00000126214,4.676475906,4.657561789,3.322852718,4.067181446,3.612301316,3.255846671,3.493874134
ENSG00000126215,1.450009315,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.292298233
ENSG00000126216,4.573786724,3.684857269,3.322852718,5.224556214,3.612301316,4.381055846,5.676672298
ENSG00000126217,4.530573101,3.848761081,3.322852718,4.678223663,2.440797094,4.093833879,4.297376701
ENSG00000126226,3.179018871,2.73794616,1.021011534,1.021011534,3.966212742,4.381055846,2.429761361
ENSG00000126233,1.021011534,1.021011534,3.322852718,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000126243,1.450009315,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.538011818
ENSG00000126246,1.624557885,1.021011534,1.021011534,1.021011534,1.021011534,2.5337666,1.021011534
ENSG00000126247,7.74559557,7.278083813,7.336022108,7.482440766,7.338360795,7.216521266,7.981124579
ENSG00000126249,1.021011534,1.838599807,1.021011534,1.021011534,2.440797094,3.73484667,1.292298233
ENSG00000126254,4.157154507,4.901131888,5.389384054,2.985988394,4.250182126,5.165212984,4.297376701
ENSG00000126261,6.994030199,6.392927013,5.854714557,6.795144736,6.498750133,5.86916711,5.757269113
ENSG00000126262,5.117176968,2.73794616,1.021011534,2.985988394,3.966212742,4.093833879,2.538011818
ENSG00000126264,7.00985045,5.687690442,4.698249073,4.678223663,3.966212742,4.093833879,4.415615087
ENSG00000126267,7.925257333,7.552313001,7.471877385,8.15436023,7.509642903,7.626629048,6.324075303
ENSG00000126351,4.343480244,3.995929064,5.0848135,5.106126332,5.028127778,5.309033755,4.744148506
ENSG00000126353,3.387145149,3.684857269,1.021011534,1.021011534,4.250182126,3.73484667,3.439082285
ENSG00000126368,2.275116933,1.021011534,1.021011534,2.985988394,1.021011534,3.73484667,4.698223519
ENSG00000126391,4.185291616,4.1294645,3.322852718,2.314989466,4.250182126,4.381055846,5.030225446
ENSG00000126432,6.704325056,7.306565105,6.927012122,7.040922841,7.886516688,7.451682312,4.954109896
ENSG00000126453,1.450009315,1.021011534,1.021011534,1.021011534,1.021011534,3.73484667,1.520556383
ENSG00000126456,4.594917636,3.287734011,5.0848135,3.442193525,5.301227865,3.73484667,4.852945404
ENSG00000126457,3.909806008,4.468847826,4.698249073,4.067181446,5.301227865,5.309033755,4.894266286
ENSG00000126458,5.370991575,5.043303456,5.389384054,5.224556214,4.487344268,4.825768459,5.578686719
ENSG00000126460,1.450009315,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000126461,4.715588779,4.901131888,5.64072965,4.501822797,5.420557875,4.825768459,3.694336628
ENSG00000126464,4.715588779,4.973968265,5.64072965,4.501822797,5.530767303,5.439807961,5.779493302
ENSG00000126467,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.520556383
ENSG00000126500,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.04562814
ENSG00000126522,2.376220103,2.73794616,4.168600383,1.021011534,2.440797094,1.021011534,1.021011534
ENSG00000126524,7.10498039,6.920893088,4.168600383,5.703840292,5.171130378,5.005451055,5.102525649
ENSG00000126561,5.333766795,5.643717915,5.64072965,5.435718819,6.058116555,6.123829259,5.854687809
ENSG00000126581,7.093890511,6.70252206,6.205997855,7.332255591,6.603350976,6.935418776,5.854687809
ENSG00000126602,3.611091559,3.848761081,1.021011534,4.501822797,3.142330303,4.620480143,4.357706857
ENSG00000126603,1.021011534,1.021011534,3.322852718,1.021011534,1.021011534,1.021011534,3.26099216
ENSG00000126653,6.834395917,6.765429681,5.64072965,6.450926522,5.633151899,7.1795645,5.188085693
ENSG00000126698,6.066828623,6.224036112,5.389384054,6.450926522,6.603350976,7.1795645,6.238422708
ENSG00000126705,2.796730467,3.684857269,1.021011534,2.314989466,5.301227865,3.73484667,3.382127073
ENSG00000126709,3.233932239,3.287734011,4.168600383,2.314989466,3.612301316,1.021011534,2.983143058
ENSG00000126746,4.292653832,4.251680284,1.021011534,4.501822797,4.250182126,3.73484667,4.721368745
ENSG00000126749,3.179018871,4.1294645,5.0848135,2.314989466,4.690968247,3.255846671,1.021011534
ENSG00000126756,5.32114199,4.973968265,6.041021689,4.067181446,4.690968247,6.528332646,5.268854369
ENSG00000126759,4.212890445,3.499916977,1.021011534,4.067181446,3.612301316,3.73484667,3.32283062
ENSG00000126767,3.062493539,3.499916977,3.322852718,4.067181446,3.612301316,4.381055846,4.852945404
ENSG00000126768,4.099178479,3.038872542,3.322852718,4.97709813,5.171130378,5.005451055,3.694336628
ENSG00000126773,4.318290854,3.684857269,3.322852718,3.442193525,3.142330303,1.021011534,4.357706857
ENSG00000126775,3.691765545,3.995929064,1.021011534,3.788269875,5.530767303,4.620480143,4.201870001
ENSG00000126777,7.459117293,6.883569414,5.64072965,6.940669125,6.38596832,5.439807961,6.746965785
ENSG00000126785,1.624557885,1.021011534,1.021011534,2.985988394,2.440797094,1.021011534,3.785006133
ENSG00000126787,4.038774731,4.251680284,3.322852718,2.985988394,3.142330303,3.73484667,3.26099216
ENSG00000126790,1.780249194,1.021011534,1.021011534,3.442193525,3.612301316,3.255846671,1.021011534
ENSG00000126803,3.000500245,3.038872542,1.021011534,2.314989466,1.021011534,1.021011534,2.538011818
ENSG00000126804,5.488563477,5.043303456,4.168600383,6.062986398,4.250182126,5.005451055,6.013130802
ENSG00000126814,2.721867128,3.287734011,1.021011534,1.021011534,2.440797094,4.381055846,2.04562814
ENSG00000126821,1.780249194,3.038872542,1.021011534,1.021011534,2.440797094,1.021011534,2.429761361
ENSG00000126822,6.081874435,5.453058685,3.322852718,4.501822797,4.487344268,4.620480143,5.854687809
ENSG00000126838,1.251397792,1.838599807,3.322852718,1.021011534,1.021011534,1.021011534,2.312724784
ENSG00000126856,1.780249194,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000126858,6.432294039,6.519981053,6.205997855,5.78317853,4.487344268,4.825768459,6.230377932
ENSG00000126860,4.239971201,4.901131888,3.322852718,3.442193525,3.966212742,4.825768459,5.628511227
ENSG00000126861,1.450009315,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000126870,6.689667137,6.883569414,5.389384054,7.574526584,7.562497833,7.388311973,6.013130802
ENSG00000126878,4.185291616,5.453058685,4.698249073,5.530737976,4.250182126,5.165212984,6.376047559
ENSG00000126882,4.734754626,3.848761081,5.64072965,4.067181446,4.869375002,5.005451055,6.293514031
ENSG00000126883,5.828945679,6.193860398,5.389384054,5.435718819,5.171130378,6.79587213,6.936906005
ENSG00000126895,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000126903,4.696164887,4.364346456,5.0848135,5.435718819,4.487344268,4.620480143,3.694336628
ENSG00000126934,5.454286891,5.998213157,5.64072965,5.619883797,5.982553062,6.935418776,5.652792721
ENSG00000126945,5.565510577,5.730362259,5.0848135,5.224556214,4.869375002,5.773204727,6.57974058
ENSG00000126947,1.920763351,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,3.493874134
ENSG00000126953,2.166390961,2.357246082,1.021011534,1.021011534,3.612301316,1.021011534,1.021011534
ENSG00000126970,3.387145149,3.499916977,3.322852718,2.314989466,1.021011534,1.021011534,2.429761361
ENSG00000127022,7.496091416,7.361894429,5.64072965,6.756348479,6.603350976,6.694729115,8.161179611
ENSG00000127054,3.909806008,3.684857269,5.389384054,5.106126332,5.028127778,3.73484667,5.011569719
ENSG00000127074,1.021011534,1.021011534,1.021011534,2.314989466,1.021011534,1.021011534,1.021011534
ENSG00000127080,2.721867128,1.021011534,1.021011534,2.314989466,3.142330303,4.093833879,1.021011534
ENSG00000127081,3.233932239,3.287734011,1.021011534,2.314989466,2.440797094,1.021011534,4.06381881
ENSG00000127084,6.335177856,6.099350762,5.64072965,5.929855382,5.028127778,5.670401583,5.854687809
ENSG00000127124,3.691765545,3.684857269,5.0848135,2.985988394,3.966212742,4.825768459,5.513884307
ENSG00000127125,6.489831039,6.163040014,3.322852718,5.858380208,5.171130378,6.528332646,5.154468095
ENSG00000127152,5.117176968,4.1294645,5.0848135,3.442193525,5.633151899,5.309033755,5.487125746
ENSG00000127184,7.432953167,8.186717581,8.253412561,7.820026913,8.080206011,8.699716565,7.369346167
ENSG00000127191,2.166390961,3.287734011,1.021011534,1.021011534,3.142330303,4.093833879,1.890910519
ENSG00000127220,1.624557885,1.021011534,1.021011534,2.314989466,2.440797094,3.255846671,2.538011818
ENSG00000127241,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.983143058
ENSG00000127249,3.337860197,2.73794616,3.322852718,1.021011534,3.142330303,1.021011534,2.185348848
ENSG00000127252,5.295556034,3.684857269,4.698249073,4.067181446,4.869375002,1.021011534,2.904432368
ENSG00000127311,4.318290854,3.684857269,4.168600383,2.314989466,3.612301316,2.5337666,3.911146062
ENSG00000127314,11.61647469,11.43331533,9.727237621,10.72069229,10.09467602,8.763540725,7.642217094
ENSG00000127325,3.387145149,1.838599807,1.021011534,2.985988394,1.021011534,1.021011534,1.021011534
ENSG00000127328,6.074371143,5.453058685,1.021011534,5.106126332,5.530767303,5.559707002,3.828289842
ENSG00000127329,1.780249194,1.838599807,1.021011534,2.985988394,3.612301316,2.5337666,4.386951499
ENSG00000127334,4.6565145,4.901131888,1.021011534,4.300808666,4.250182126,5.439807961,5.664781916
ENSG00000127337,3.568997272,3.287734011,1.021011534,3.442193525,2.440797094,2.5337666,4.788656561
ENSG00000127364,1.780249194,1.021011534,1.021011534,1.021011534,1.021011534,2.5337666,1.021011534
ENSG00000127377,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.520556383
ENSG00000127399,2.166390961,1.838599807,3.322852718,1.021011534,1.021011534,1.021011534,2.429761361
ENSG00000127412,1.021011534,1.021011534,3.322852718,1.021011534,1.021011534,1.021011534,1.021011534
ENSG00000127415,1.450009315,1.021011534,1.021011534,2.314989466,1.021011534,1.021011534,1.021011534
ENSG00000127418,1.450009315,1.838599807,1.021011534,1.021011534,1.021011534,1.021011534,2.904432368
ENSG00000127419,3.480934629,3.038872542,1.021011534,2.314989466,1.021011534,1.021011534,1.292298233
ENSG00000127423,1.251397792,1.838599807,1.021011534,1.021011534,1.021011534,1.021011534,2.312724784
ENSG00000127445,4.343480244,4.743402818,3.322852718,5.997956001,5.818404258,5.959142609,3.54666097
ENSG00000127452,2.559370401,1.021011534,3.322852718,3.442193525,1.021011534,3.255846671,3.057780702
ENSG00000127463,2.796730467,1.838599807,3.322852718,1.021011534,1.021011534,1.021011534,2.185348848
ENSG00000127481,7.060100032,6.744763763,8.094076167,6.297241579,6.65293837,6.199620446,7.317127502
ENSG00000127483,9.007561213,8.239373359,7.654321571,7.838717672,7.397743189,7.287710478,6.752593984
ENSG00000127507,4.368237365,3.684857269,4.168600383,3.788269875,3.142330303,2.5337666,4.894266286
ENSG00000127511,4.392576803,4.824421834,5.0848135,4.067181446,3.612301316,4.381055846,5.011569719
ENSG00000127526,6.118816469,5.291463799,5.854714557,5.333997471,5.530767303,4.381055846,5.945942307
ENSG00000127527,6.47280959,5.643717915,5.389384054,6.297241579,5.902811993,5.439807961,5.188085693
ENSG00000127528,6.723640123,6.163040014,7.018617007,6.401495178,6.38596832,6.694729115,8.527349929
ENSG00000127533,5.042234675,5.109458677,6.35402962,3.788269875,5.728749504,4.093833879,4.027138426
ENSG00000127540,7.532141578,6.975128281,5.854714557,7.482440766,6.603350976,6.935418776,1.520556383
ENSG00000127554,2.048798304,3.038872542,1.021011534,2.314989466,2.440797094,3.73484667,2.73282405
ENSG00000127564,1.251397792,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.520556383
ENSG00000127578,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,1.021011534,2.73282405
ENSG00000127580,1.624557885,1.838599807,1.021011534,1.021011534,1.021011534,2.5337666,3.870312691
ENSG00000127585,2.166390961,1.021011534,3.322852718,1.021011534,1.021011534,3.255846671,1.021011534
ENSG00000127586,1.920763351,1.838599807,1.021011534,1.021011534,1.021011534,1.021011534,1.292298233
ENSG00000127589,1.021011534,1.838599807,3.322852718,1.021011534,1.021011534,1.021011534,1.717585159
ENSG00000127603,8.459440824,7.655561048,7.535290505,7.574526584,7.509642903,7.102683552,7.401943986
ENSG00000127616,5.915476891,6.066419772,5.64072965,5.78317853,5.420557875,6.40568234,6.222288046
ENSG00000127663,6.04396154,5.55153558,6.611086461,4.678223663,5.728749504,5.670401583,5.616215488
